j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 26 13.5 4.1641 43.8979 39.733801577672011 14.602438186771920 1.460243E+01 20.4628
2 27 14.5 8.08813 33.7490 25.660868762980876 12.989246571296656 1.298922E+01 19.0986
3 28 15.5 9.46387 28.1938 18.729929168036897 12.472921544717327 1.247289E+01 17.9049
4 29 16.5 9.86738 24.5336 14.666217588460061 11.988994807152771 1.198893E+01 16.8517
5 30 17.5 9.57211 21.8809 12.308794391882103 10.883072482187083 1.088307E+01 15.9155
6 31 18.5 9.35997 19.8417 10.481727665504179 9.9921442719848166 9.992114E+00 15.0778
7 32 19.5 8.91435 18.2100 9.2956500758484975 10.464896567507722 1.046489E+01 14.3239
8 33 20.5 8.61643 16.8657 8.2492744256074264 11.073149488481414 1.107276E+01 13.6419
9 34 21.5 8.48964 15.7335 7.2438602582029050 9.9618941172046735 9.961530E+00 13.0218
10 35 22.5 8.19299 14.7631 6.5701102800164159 9.1884726481609622 9.188286E+00 12.4556
11 36 23.5 7.82581 13.9197 6.0938892125344877 9.4187848525577635 9.418776E+00 11.9366
12 37 24.5 7.55177 13.1782 5.6264322602759194 10.226887185461738 1.022666E+01 11.4592
13 38 25.5 7.0167 12.5198 5.5030974699815980 10.575823273267732 1.057582E+01 11.0184
14 39 26.5 7.02815 11.9305 4.9023478802128198 8.1507490658770934 8.150747E+00 10.6103
15 40 27.5 6.62754 11.3991 4.7715619053906329 10.364660488287656 1.036431E+01 10.2314
