j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 8 4.5 2.16149 41.4096 39.248114624989505 75.974641813469844 7.597452E+01 30.3181
2 9 5.5 5.65501 30.6089 24.953889712784886 70.906514779269898 7.090626E+01 25.2651
3 10 6.5 6.2799 24.7292 18.449301654056640 70.615062358604220 7.061454E+01 21.6558
4 11 7.5 6.21768 20.9009 14.683223237887022 67.336845172836746 6.733675E+01 18.9488
5 12 8.5 5.90972 18.1680 12.258276357778582 66.629249771484822 6.662846E+01 16.8434
6 13 9.5 5.53958 16.1021 10.562524285588783 64.982894010600674 6.498207E+01 15.159
7 14 10.5 5.14685 14.4775 9.3306512909477508 64.746427597927948 6.474572E+01 13.7809
8 15 11.5 4.83545 13.1623 8.3268467355535272 63.500893231551309 6.350023E+01 12.6325
9 16 12.5 4.54957 12.0734 7.5238275760878128 63.017956598027041 6.301733E+01 11.6608
10 17 13.5 4.20158 11.1557 6.9541242533448564 62.808593649000734 6.280595E+01 10.8279
11 18 14.5 3.95505 10.3710 6.4159519697581180 62.173503448532543 6.217313E+01 10.106
12 19 15.5 3.68407 9.6916 6.0075281711080564 61.536897493840563 6.153681E+01 9.4744
13 20 16.5 3.52988 9.0974 5.5675226950200969 60.634346815927984 6.063239E+01 8.91708
14 21 17.5 3.3067 8.5731 5.2663968192613329 59.759560021836435 5.975729E+01 8.42169
15 22 18.5 3.14856 8.1068 4.9582396216553253 58.754126176989203 5.875026E+01 7.97844
16 23 19.5 2.93849 7.6893 4.7508120532518259 58.935770833851706 5.893000E+01 7.57952
17 24 20.5 2.7892 7.3132 4.5239961618592215 57.869676228370714 5.786817E+01 7.21859
18 25 21.5 2.67207 6.9726 4.3005316658477319 56.832003465293383 5.683200E+01 6.89047
19 26 22.5 2.54308 6.6627 4.1196232694990709 56.556709237593111 5.655553E+01 6.59089
20 27 23.5 2.41455 6.3794 3.9648458003893459 55.419464746106279 5.541562E+01 6.31627
21 28 24.5 2.32505 6.1194 3.7943474933304642 54.915587470992094 5.491548E+01 6.06362
22 29 25.5 2.20766 5.8799 3.6722426700854194 54.424561817509307 5.442185E+01 5.8304
23 30 26.5 2.04987 5.6586 3.6087347545638679 53.802270113103773 5.380200E+01 5.61446
24 31 27.5 1.96673 5.4535 3.4867650068881293 51.367895028643787 5.136727E+01 5.41394
25 32 28.5 1.87263 5.2628 3.3901664958879802 52.306003682248175 5.230563E+01 5.22725
26 33 29.5 1.76867 5.0851 3.3164327386817267 52.547881243413038 5.254677E+01 5.05301
27 34 30.5 1.73269 4.9191 3.1864053109903829 51.197343718766270 5.119659E+01 4.89001
28 35 31.5 1.79439 4.7636 2.9692085272629338 53.073604632329207 5.306891E+01 4.7372
29 36 32.5 1.32983 4.6177 3.2878735603426739 54.731218958586268 5.473063E+01 4.59365
30 37 33.5 1.26895 4.4806 3.2116489778497104 50.734998618580875 5.073446E+01 4.45854
31 38 34.5 1.59588 4.3513 2.7554197267385478 55.110806965324180 5.509854E+01 4.33115
32 39 35.5 1.60691 4.2294 2.6224927332952039 46.029210019422955 4.602624E+01 4.21084
33 40 36.5 1.92921 4.1141 2.1848853144483940 58.582353217910324 5.857963E+01 4.09704
