j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 30 15.5 5.28536 44.0449 38.759541654658470 10.741461976582306 1.074145E+01 19.2842
2 31 16.5 8.66993 33.9463 25.276366866080611 9.5332606338839856 9.533252E+00 18.1498
3 32 17.5 10.1758 28.4236 18.247770954322874 9.4057295418588200 9.405663E+00 17.1415
4 33 18.5 10.2814 24.7863 14.504896309649931 10.041666815794896 1.004167E+01 16.2393
5 34 19.5 10.3617 22.1503 11.788582126857085 8.9035562426234787 8.903548E+00 15.4274
6 35 20.5 10.0334 20.1235 10.090112013936446 8.6146260263182413 8.614618E+00 14.6927
7 36 21.5 9.68532 18.5012 8.8158777696365309 7.8417432713859148 7.841717E+00 14.0249
8 37 22.5 9.3187 17.1638 7.8451031199209273 8.3177582658426079 8.317479E+00 13.4151
9 38 23.5 8.6987 16.0367 7.3379956462086895 8.5499235084954481 8.549698E+00 12.8561
10 39 24.5 8.56606 15.0700 6.5039445569694490 6.8861418721615815 6.886139E+00 12.3419
11 40 25.5 8.08434 14.2290 6.1446551272187078 8.6393359511186603 8.638888E+00 11.8672
