j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 21 11 0.629256 43.6353 43.006043853558886 19.582251338565644 1.958225E+01 22.2813
2 22 12 7.13714 33.4001 26.262963980948850 17.133727263701669 1.713369E+01 20.4988
3 23 13 8.43023 27.7913 19.361071670381342 16.136856531086199 1.613679E+01 18.9803
4 24 14 8.55993 24.0948 15.534869993555432 14.860722376733658 1.486065E+01 17.6713
5 25 15 8.46136 21.4167 12.955344290027359 14.362465661747677 1.436231E+01 16.5313
6 26 16 8.26671 19.3596 11.092886656839211 13.547010518386429 1.354701E+01 15.5294
7 27 17 8.18801 17.7155 9.5274924201373921 13.570135181897211 1.357003E+01 14.642
8 28 18 7.65469 16.3628 8.7081147469402964 13.856825564594399 1.385681E+01 13.8505
9 29 19 7.50036 15.2252 7.7248435000043232 12.539811534367626 1.253969E+01 13.1402
10 30 20 7.01113 14.2518 7.2406678573789032 13.286846638785455 1.328646E+01 12.4992
11 31 21 6.91846 13.4072 6.4887399293648578 12.453454642687952 1.245342E+01 11.9179
12 32 22 6.22743 12.6658 6.4383731895352225 12.978361202623301 1.297796E+01 11.3882
13 33 23 5.81367 12.0088 6.1951313289061405 12.260040295034893 1.226003E+01 10.9036
14 34 24 6.09616 11.4218 5.3256392296826514 13.380525194689982 1.338024E+01 10.4586
15 35 25 6.01476 10.8934 4.8786447272437901 13.634827512985419 1.363459E+01 10.0484
16 36 26 5.82283 10.4149 4.5920678950599649 11.987841214252091 1.198781E+01 9.66923
17 37 27 5.6787 9.9793 4.3005975358556796 11.154775540477152 1.115478E+01 9.31762
18 38 28 5.31751 9.5806 4.2630949177762778 13.105470038840377 1.310460E+01 8.99068
19 39 29 5.38889 9.2143 3.8254136667947445 10.428738500095045 1.042830E+01 8.68592
20 40 30 5.16484 8.8764 3.7115629948474602 13.140029266848790 1.313991E+01 8.40113
