 -              0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50
 31    7.769E+000  4.527E+000  7.771E+000  4.623E+000  7.925E+000  4.622E+000  8.207E+000  4.565E+000  8.582E+000  4.623E+000  9.100E+000  4.746E+000  9.627E+000  4.987E+000  1.018E+001  5.372E+000  1.087E+001  6.008E+000  1.175E+001  7.099E+000  1.282E+001  8.836E+000  1.404E+001  1.168E+001  1.545E+001  1.683E+001  1.702E+001  2.707E+001  1.919E+001  5.669E+001  2.420E+001  4.718E+002  2.389E+001  5.470E+001  1.848E+001  2.559E+001  1.582E+001  1.605E+001  1.386E+001  1.141E+001  1.204E+001  8.905E+000  1.070E+001  6.819E+000  1.003E+001  5.472E+000  8.971E+000  5.211E+000  7.643E+000  4.697E+000  8.239E+000
 32    4.299E+000  7.395E+000  4.435E+000  7.449E+000  4.466E+000  7.661E+000  4.362E+000  7.958E+000  4.352E+000  8.350E+000  4.506E+000  8.859E+000  4.740E+000  9.348E+000  5.091E+000  9.916E+000  5.537E+000  1.068E+001  6.183E+000  1.164E+001  7.286E+000  1.278E+001  9.077E+000  1.400E+001  1.199E+001  1.538E+001  1.704E+001  1.695E+001  2.711E+001  1.920E+001  5.647E+001  2.437E+001  4.729E+002  2.421E+001  5.494E+001  1.876E+001  2.589E+001  1.608E+001  1.626E+001  1.400E+001  1.173E+001  1.253E+001  8.950E+000  1.170E+001  7.252E+000  1.042E+001  5.900E+000  8.651E+000  4.924E+000  9.747E+000  5.090E+000
 33    6.978E+000  4.213E+000  7.030E+000  4.229E+000  7.144E+000  4.161E+000  7.396E+000  4.126E+000  7.738E+000  4.183E+000  8.051E+000  4.331E+000  8.416E+000  4.510E+000  8.915E+000  4.823E+000  9.569E+000  5.331E+000  1.034E+001  6.043E+000  1.130E+001  7.186E+000  1.253E+001  9.079E+000  1.383E+001  1.212E+001  1.524E+001  1.732E+001  1.695E+001  2.744E+001  1.939E+001  5.683E+001  2.466E+001  4.742E+002  2.441E+001  5.542E+001  1.886E+001  2.636E+001  1.607E+001  1.685E+001  1.400E+001  1.202E+001  1.271E+001  8.839E+000  1.167E+001  6.962E+000  1.058E+001  6.335E+000  8.983E+000  5.644E+000  1.017E+001
 34    4.158E+000  6.633E+000  4.002E+000  6.753E+000  3.891E+000  6.903E+000  3.926E+000  7.209E+000  4.018E+000  7.556E+000  4.162E+000  7.811E+000  4.377E+000  8.183E+000  4.599E+000  8.761E+000  4.956E+000  9.514E+000  5.551E+000  1.037E+001  6.379E+000  1.129E+001  7.556E+000  1.242E+001  9.236E+000  1.369E+001  1.206E+001  1.519E+001  1.708E+001  1.699E+001  2.730E+001  1.953E+001  5.692E+001  2.483E+001  4.751E+002  2.471E+001  5.563E+001  1.907E+001  2.664E+001  1.629E+001  1.716E+001  1.479E+001  1.215E+001  1.363E+001  9.669E+000  1.210E+001  7.307E+000  1.037E+001  6.283E+000  1.179E+001  6.069E+000
 35    6.254E+000  3.879E+000  6.348E+000  3.672E+000  6.511E+000  3.651E+000  6.673E+000  3.737E+000  6.843E+000  3.821E+000  7.050E+000  3.921E+000  7.354E+000  4.116E+000  7.810E+000  4.383E+000  8.356E+000  4.772E+000  9.078E+000  5.414E+000  1.002E+001  6.352E+000  1.106E+001  7.635E+000  1.230E+001  9.424E+000  1.374E+001  1.227E+001  1.538E+001  1.730E+001  1.725E+001  2.747E+001  1.974E+001  5.726E+001  2.510E+001  4.766E+002  2.483E+001  5.626E+001  1.904E+001  2.732E+001  1.648E+001  1.732E+001  1.494E+001  1.212E+001  1.355E+001  9.239E+000  1.243E+001  7.901E+000  1.065E+001  7.029E+000  1.239E+001
 36    3.542E+000  5.967E+000  3.518E+000  6.109E+000  3.514E+000  6.336E+000  3.596E+000  6.448E+000  3.728E+000  6.506E+000  3.872E+000  6.732E+000  4.055E+000  7.141E+000  4.351E+000  7.690E+000  4.710E+000  8.311E+000  5.123E+000  9.052E+000  5.675E+000  9.986E+000  6.407E+000  1.105E+001  7.536E+000  1.231E+001  9.306E+000  1.375E+001  1.230E+001  1.539E+001  1.745E+001  1.722E+001  2.763E+001  1.977E+001  5.732E+001  2.519E+001  4.777E+002  2.493E+001  5.674E+001  1.959E+001  2.755E+001  1.739E+001  1.785E+001  1.576E+001  1.311E+001  1.399E+001  9.421E+000  1.251E+001  8.169E+000  1.409E+001  7.628E+000
 37    5.699E+000  3.104E+000  5.761E+000  3.199E+000  5.892E+000  3.254E+000  5.977E+000  3.355E+000  5.995E+000  3.460E+000  6.126E+000  3.561E+000  6.391E+000  3.741E+000  6.702E+000  4.042E+000  7.191E+000  4.446E+000  7.920E+000  4.974E+000  8.872E+000  5.624E+000  1.002E+001  6.390E+000  1.124E+001  7.558E+000  1.257E+001  9.388E+000  1.404E+001  1.239E+001  1.560E+001  1.770E+001  1.739E+001  2.799E+001  1.990E+001  5.782E+001  2.526E+001  4.812E+002  2.526E+001  5.738E+001  1.997E+001  2.768E+001  1.748E+001  1.767E+001  1.571E+001  1.286E+001  1.457E+001  1.038E+001  1.263E+001  9.050E+000  1.504E+001
 38    2.717E+000  5.622E+000  2.851E+000  5.665E+000  2.993E+000  5.656E+000  3.100E+000  5.661E+000  3.299E+000  5.786E+000  3.543E+000  6.049E+000  3.761E+000  6.378E+000  3.974E+000  6.740E+000  4.244E+000  7.252E+000  4.581E+000  7.943E+000  4.997E+000  8.833E+000  5.609E+000  9.951E+000  6.473E+000  1.115E+001  7.745E+000  1.247E+001  9.619E+000  1.390E+001  1.257E+001  1.547E+001  1.779E+001  1.726E+001  2.814E+001  1.980E+001  5.815E+001  2.556E+001  4.818E+002  2.608E+001  5.773E+001  2.076E+001  2.874E+001  1.818E+001  1.866E+001  1.632E+001  1.293E+001  1.506E+001  1.111E+001  1.679E+001  9.835E+000
 39    5.310E+000  2.552E+000  5.300E+000  2.757E+000  5.192E+000  2.920E+000  5.089E+000  2.940E+000  5.140E+000  3.020E+000  5.261E+000  3.229E+000  5.438E+000  3.437E+000  5.786E+000  3.648E+000  6.369E+000  3.978E+000  7.236E+000  4.388E+000  8.198E+000  4.835E+000  9.100E+000  5.494E+000  1.012E+001  6.423E+000  1.129E+001  7.758E+000  1.248E+001  9.739E+000  1.387E+001  1.287E+001  1.548E+001  1.829E+001  1.738E+001  2.870E+001  2.029E+001  5.866E+001  2.635E+001  4.850E+002  2.662E+001  5.786E+001  2.076E+001  2.849E+001  1.844E+001  1.908E+001  1.692E+001  1.405E+001  1.515E+001  1.223E+001  1.818E+001
 40    2.492E+000  4.889E+000  2.577E+000  4.830E+000  2.820E+000  4.761E+000  3.059E+000  4.816E+000  3.144E+000  4.974E+000  3.228E+000  5.147E+000  3.386E+000  5.422E+000  3.553E+000  5.861E+000  3.759E+000  6.416E+000  4.071E+000  7.182E+000  4.480E+000  8.114E+000  4.959E+000  9.045E+000  5.648E+000  1.005E+001  6.591E+000  1.114E+001  7.905E+000  1.232E+001  9.920E+000  1.370E+001  1.309E+001  1.534E+001  1.848E+001  1.748E+001  2.879E+001  2.060E+001  5.886E+001  2.686E+001  4.884E+002  2.711E+001  5.926E+001  2.149E+001  2.951E+001  1.932E+001  1.938E+001  1.821E+001  1.550E+001  1.998E+001  1.291E+001
 41    4.773E+000  2.261E+000  4.542E+000  2.296E+000  4.305E+000  2.420E+000  4.254E+000  2.616E+000  4.309E+000  2.766E+000  4.415E+000  2.888E+000  4.623E+000  3.078E+000  5.097E+000  3.370E+000  5.825E+000  3.739E+000  6.478E+000  4.161E+000  7.066E+000  4.671E+000  7.833E+000  5.258E+000  8.715E+000  5.973E+000  9.739E+000  6.921E+000  1.100E+001  8.251E+000  1.245E+001  1.021E+001  1.409E+001  1.327E+001  1.606E+001  1.851E+001  1.832E+001  2.879E+001  2.133E+001  5.885E+001  2.732E+001  4.904E+002  2.743E+001  5.935E+001  2.229E+001  3.055E+001  1.986E+001  2.060E+001  1.835E+001  1.712E+001  2.188E+001
 42    2.120E+000  4.614E+000  2.158E+000  4.279E+000  2.201E+000  4.099E+000  2.349E+000  4.084E+000  2.650E+000  4.154E+000  2.933E+000  4.328E+000  3.191E+000  4.553E+000  3.514E+000  4.907E+000  3.862E+000  5.502E+000  4.196E+000  6.130E+000  4.550E+000  6.728E+000  4.990E+000  7.487E+000  5.510E+000  8.383E+000  6.134E+000  9.469E+000  6.959E+000  1.082E+001  8.188E+000  1.235E+001  1.013E+001  1.412E+001  1.328E+001  1.607E+001  1.892E+001  1.829E+001  2.973E+001  2.126E+001  6.012E+001  2.761E+001  4.930E+002  2.847E+001  6.040E+001  2.346E+001  3.194E+001  2.186E+001  2.307E+001  2.397E+001  1.766E+001
 43    3.568E+000  2.160E+000  3.641E+000  2.061E+000  3.701E+000  2.017E+000  3.699E+000  2.102E+000  3.700E+000  2.281E+000  3.829E+000  2.483E+000  4.200E+000  2.774E+000  4.687E+000  3.167E+000  5.134E+000  3.511E+000  5.664E+000  3.792E+000  6.331E+000  4.125E+000  7.075E+000  4.576E+000  7.980E+000  5.107E+000  9.080E+000  5.735E+000  1.035E+001  6.628E+000  1.173E+001  7.916E+000  1.331E+001  9.875E+000  1.497E+001  1.311E+001  1.680E+001  1.859E+001  1.890E+001  2.932E+001  2.192E+001  6.005E+001  2.862E+001  4.976E+002  2.954E+001  6.203E+001  2.397E+001  3.321E+001  2.269E+001  2.563E+001  2.620E+001
 44    2.288E+000  2.687E+000  2.178E+000  3.163E+000  2.121E+000  3.485E+000  2.200E+000  3.642E+000  2.322E+000  3.816E+000  2.457E+000  4.066E+000  2.573E+000  4.469E+000  2.689E+000  4.979E+000  2.865E+000  5.462E+000  3.058E+000  5.999E+000  3.278E+000  6.646E+000  3.606E+000  7.366E+000  4.074E+000  8.241E+000  4.679E+000  9.266E+000  5.514E+000  1.042E+001  6.674E+000  1.168E+001  8.286E+000  1.310E+001  1.066E+001  1.471E+001  1.403E+001  1.660E+001  1.948E+001  1.906E+001  3.022E+001  2.264E+001  6.096E+001  2.966E+001  4.988E+002  3.093E+001  6.428E+001  2.685E+001  3.655E+001  2.868E+001  2.674E+001
 45    2.184E+000  1.647E+000  2.313E+000  1.718E+000  2.504E+000  1.781E+000  2.645E+000  1.855E+000  2.822E+000  2.019E+000  3.190E+000  2.284E+000  3.734E+000  2.522E+000  4.353E+000  2.676E+000  4.962E+000  2.856E+000  5.536E+000  3.117E+000  6.175E+000  3.418E+000  6.925E+000  3.749E+000  7.730E+000  4.176E+000  8.600E+000  4.716E+000  9.569E+000  5.413E+000  1.068E+001  6.394E+000  1.194E+001  7.830E+000  1.338E+001  1.006E+001  1.502E+001  1.363E+001  1.709E+001  1.977E+001  1.984E+001  3.113E+001  2.374E+001  6.244E+001  3.101E+001  5.052E+002  3.241E+001  6.766E+001  2.859E+001  4.221E+001  3.147E+001
 46    1.395E+000  2.341E+000  1.613E+000  2.253E+000  1.864E+000  2.330E+000  1.970E+000  2.499E+000  2.042E+000  2.686E+000  2.200E+000  2.988E+000  2.442E+000  3.428E+000  2.673E+000  3.943E+000  2.856E+000  4.481E+000  3.082E+000  5.018E+000  3.395E+000  5.636E+000  3.747E+000  6.386E+000  4.132E+000  7.220E+000  4.603E+000  8.163E+000  5.179E+000  9.253E+000  5.869E+000  1.050E+001  6.769E+000  1.192E+001  8.091E+000  1.355E+001  1.013E+001  1.545E+001  1.356E+001  1.756E+001  1.993E+001  2.026E+001  3.237E+001  2.417E+001  6.454E+001  3.245E+001  5.085E+002  3.576E+001  7.136E+001  3.522E+001  4.507E+001
 47    1.843E+000  1.510E+000  1.908E+000  1.542E+000  2.116E+000  1.585E+000  2.472E+000  1.656E+000  2.879E+000  1.791E+000  3.266E+000  2.011E+000  3.612E+000  2.302E+000  3.908E+000  2.593E+000  4.222E+000  2.853E+000  4.620E+000  3.128E+000  5.057E+000  3.439E+000  5.533E+000  3.799E+000  6.103E+000  4.238E+000  6.787E+000  4.730E+000  7.623E+000  5.298E+000  8.652E+000  6.099E+000  9.925E+000  7.135E+000  1.149E+001  8.613E+000  1.344E+001  1.101E+001  1.580E+001  1.458E+001  1.873E+001  2.102E+001  2.216E+001  3.348E+001  2.697E+001  6.776E+001  3.576E+001  5.184E+002  3.956E+001  8.240E+001  3.906E+001
 48    1.784E+000  1.668E+000  1.687E+000  1.928E+000  1.585E+000  2.286E+000  1.570E+000  2.702E+000  1.611E+000  3.135E+000  1.680E+000  3.529E+000  1.796E+000  3.873E+000  1.965E+000  4.182E+000  2.159E+000  4.516E+000  2.363E+000  4.922E+000  2.598E+000  5.361E+000  2.874E+000  5.847E+000  3.213E+000  6.433E+000  3.624E+000  7.116E+000  4.115E+000  7.933E+000  4.773E+000  8.933E+000  5.642E+000  1.011E+001  6.949E+000  1.160E+001  8.768E+000  1.338E+001  1.164E+001  1.570E+001  1.591E+001  1.869E+001  2.335E+001  2.284E+001  3.665E+001  2.859E+001  7.127E+001  3.951E+001  5.207E+002  4.605E+001  8.947E+001
 49    3.999E-001  7.394E-001  5.283E-001  7.606E-001  7.965E-001  8.735E-001  1.199E+000  1.061E+000  1.729E+000  1.251E+000  2.285E+000  1.416E+000  2.766E+000  1.597E+000  3.197E+000  1.848E+000  3.642E+000  2.169E+000  4.131E+000  2.509E+000  4.695E+000  2.855E+000  5.345E+000  3.232E+000  6.102E+000  3.672E+000  7.004E+000  4.235E+000  8.117E+000  4.850E+000  9.507E+000  5.475E+000  1.114E+001  6.331E+000  1.301E+001  7.633E+000  1.508E+001  9.562E+000  1.753E+001  1.264E+001  2.046E+001  1.740E+001  2.420E+001  2.574E+001  2.869E+001  4.210E+001  3.508E+001  8.207E+001  4.592E+001  5.872E+002  5.185E+001
 50    6.324E-001  3.391E-001  6.496E-001  4.674E-001  7.028E-001  7.073E-001  8.094E-001  1.077E+000  9.541E-001  1.562E+000  1.100E+000  2.076E+000  1.246E+000  2.535E+000  1.441E+000  2.960E+000  1.724E+000  3.400E+000  2.082E+000  3.887E+000  2.461E+000  4.465E+000  2.857E+000  5.136E+000  3.292E+000  5.924E+000  3.811E+000  6.892E+000  4.422E+000  8.086E+000  5.062E+000  9.564E+000  5.792E+000  1.137E+001  6.666E+000  1.340E+001  8.131E+000  1.583E+001  1.023E+001  1.871E+001  1.316E+001  2.214E+001  1.776E+001  2.619E+001  2.663E+001  3.126E+001  4.470E+001  3.874E+001  8.885E+001  5.163E+001  5.970E+002
