 -              0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50
 35    6.553E+000  3.845E+000  6.649E+000  3.586E+000  6.809E+000  3.532E+000  6.942E+000  3.599E+000  7.089E+000  3.667E+000  7.274E+000  3.762E+000  7.535E+000  3.915E+000  7.966E+000  4.132E+000  8.494E+000  4.502E+000  9.216E+000  5.117E+000  1.018E+001  6.055E+000  1.122E+001  7.373E+000  1.242E+001  9.236E+000  1.379E+001  1.216E+001  1.537E+001  1.723E+001  1.727E+001  2.749E+001  1.980E+001  5.761E+001  2.516E+001  4.769E+002  2.488E+001  5.659E+001  1.909E+001  2.734E+001  1.643E+001  1.723E+001  1.487E+001  1.196E+001  1.346E+001  9.070E+000  1.240E+001  7.666E+000  1.083E+001  6.777E+000  1.264E+001
 36    3.492E+000  6.294E+000  3.397E+000  6.413E+000  3.356E+000  6.601E+000  3.425E+000  6.693E+000  3.540E+000  6.749E+000  3.692E+000  6.947E+000  3.873E+000  7.326E+000  4.146E+000  7.886E+000  4.494E+000  8.512E+000  4.897E+000  9.237E+000  5.415E+000  1.016E+001  6.132E+000  1.119E+001  7.278E+000  1.241E+001  9.101E+000  1.379E+001  1.215E+001  1.537E+001  1.735E+001  1.723E+001  2.766E+001  1.981E+001  5.765E+001  2.524E+001  4.780E+002  2.501E+001  5.703E+001  1.966E+001  2.760E+001  1.738E+001  1.781E+001  1.568E+001  1.294E+001  1.390E+001  9.294E+000  1.261E+001  7.945E+000  1.436E+001  7.355E+000
 37    5.996E+000  2.960E+000  6.035E+000  3.033E+000  6.133E+000  3.080E+000  6.223E+000  3.188E+000  6.248E+000  3.312E+000  6.359E+000  3.403E+000  6.595E+000  3.550E+000  6.881E+000  3.814E+000  7.378E+000  4.183E+000  8.124E+000  4.698E+000  9.075E+000  5.334E+000  1.021E+001  6.103E+000  1.140E+001  7.295E+000  1.267E+001  9.171E+000  1.407E+001  1.226E+001  1.556E+001  1.765E+001  1.738E+001  2.807E+001  1.996E+001  5.815E+001  2.534E+001  4.815E+002  2.532E+001  5.769E+001  1.997E+001  2.766E+001  1.746E+001  1.758E+001  1.561E+001  1.270E+001  1.444E+001  1.020E+001  1.276E+001  8.789E+000  1.530E+001
 38    2.457E+000  5.800E+000  2.637E+000  5.828E+000  2.779E+000  5.852E+000  2.889E+000  5.903E+000  3.135E+000  6.031E+000  3.400E+000  6.289E+000  3.618E+000  6.621E+000  3.825E+000  6.974E+000  4.054E+000  7.488E+000  4.330E+000  8.184E+000  4.708E+000  9.056E+000  5.296E+000  1.014E+001  6.173E+000  1.129E+001  7.493E+000  1.253E+001  9.428E+000  1.388E+001  1.246E+001  1.538E+001  1.773E+001  1.723E+001  2.818E+001  1.985E+001  5.846E+001  2.561E+001  4.821E+002  2.613E+001  5.813E+001  2.076E+001  2.874E+001  1.817E+001  1.854E+001  1.613E+001  1.285E+001  1.508E+001  1.096E+001  1.705E+001  9.550E+000
 39    5.495E+000  2.269E+000  5.486E+000  2.525E+000  5.407E+000  2.708E+000  5.330E+000  2.752E+000  5.387E+000  2.845E+000  5.504E+000  3.051E+000  5.668E+000  3.258E+000  5.996E+000  3.462E+000  6.552E+000  3.766E+000  7.423E+000  4.137E+000  8.411E+000  4.564E+000  9.312E+000  5.209E+000  1.031E+001  6.141E+000  1.144E+001  7.518E+000  1.257E+001  9.560E+000  1.389E+001  1.275E+001  1.543E+001  1.821E+001  1.738E+001  2.873E+001  2.036E+001  5.898E+001  2.640E+001  4.853E+002  2.665E+001  5.816E+001  2.080E+001  2.848E+001  1.843E+001  1.891E+001  1.673E+001  1.394E+001  1.519E+001  1.197E+001  1.845E+001
 40    2.165E+000  5.077E+000  2.255E+000  5.045E+000  2.570E+000  4.991E+000  2.874E+000  5.046E+000  2.966E+000  5.222E+000  3.066E+000  5.408E+000  3.247E+000  5.676E+000  3.417E+000  6.099E+000  3.611E+000  6.617E+000  3.898E+000  7.348E+000  4.270E+000  8.261E+000  4.737E+000  9.165E+000  5.418E+000  1.015E+001  6.346E+000  1.122E+001  7.682E+000  1.235E+001  9.744E+000  1.368E+001  1.298E+001  1.526E+001  1.841E+001  1.742E+001  2.885E+001  2.060E+001  5.928E+001  2.689E+001  4.887E+002  2.714E+001  5.952E+001  2.153E+001  2.953E+001  1.917E+001  1.928E+001  1.816E+001  1.543E+001  2.022E+001  1.261E+001
 41    4.968E+000  1.966E+000  4.767E+000  2.040E+000  4.535E+000  2.263E+000  4.468E+000  2.513E+000  4.526E+000  2.675E+000  4.648E+000  2.809E+000  4.848E+000  2.988E+000  5.289E+000  3.250E+000  6.007E+000  3.586E+000  6.663E+000  3.974E+000  7.238E+000  4.442E+000  7.991E+000  4.992E+000  8.857E+000  5.681E+000  9.869E+000  6.628E+000  1.113E+001  7.993E+000  1.256E+001  1.002E+001  1.416E+001  1.314E+001  1.606E+001  1.841E+001  1.831E+001  2.876E+001  2.133E+001  5.915E+001  2.736E+001  4.906E+002  2.749E+001  5.955E+001  2.234E+001  3.048E+001  1.972E+001  2.052E+001  1.830E+001  1.685E+001  2.215E+001
 42    1.801E+000  4.677E+000  1.892E+000  4.395E+000  2.000E+000  4.247E+000  2.224E+000  4.249E+000  2.598E+000  4.341E+000  2.914E+000  4.548E+000  3.181E+000  4.792E+000  3.494E+000  5.127E+000  3.809E+000  5.697E+000  4.095E+000  6.307E+000  4.395E+000  6.888E+000  4.766E+000  7.637E+000  5.220E+000  8.512E+000  5.809E+000  9.567E+000  6.643E+000  1.089E+001  7.927E+000  1.237E+001  9.955E+000  1.409E+001  1.319E+001  1.600E+001  1.888E+001  1.828E+001  2.973E+001  2.129E+001  6.039E+001  2.767E+001  4.933E+002  2.849E+001  6.066E+001  2.345E+001  3.187E+001  2.181E+001  2.307E+001  2.419E+001  1.736E+001
 43    3.621E+000  1.862E+000  3.705E+000  1.804E+000  3.809E+000  1.777E+000  3.865E+000  1.917E+000  3.909E+000  2.145E+000  4.057E+000  2.345E+000  4.440E+000  2.639E+000  4.960E+000  3.059E+000  5.435E+000  3.427E+000  5.968E+000  3.704E+000  6.620E+000  3.998E+000  7.340E+000  4.390E+000  8.220E+000  4.879E+000  9.278E+000  5.475E+000  1.049E+001  6.336E+000  1.181E+001  7.630E+000  1.332E+001  9.634E+000  1.491E+001  1.294E+001  1.671E+001  1.849E+001  1.890E+001  2.931E+001  2.196E+001  6.026E+001  2.864E+001  4.977E+002  2.956E+001  6.227E+001  2.400E+001  3.318E+001  2.258E+001  2.535E+001  2.648E+001
 44    2.115E+000  2.864E+000  1.998E+000  3.321E+000  1.932E+000  3.672E+000  2.005E+000  3.883E+000  2.149E+000  4.093E+000  2.319E+000  4.346E+000  2.449E+000  4.739E+000  2.579E+000  5.249E+000  2.774E+000  5.728E+000  2.980E+000  6.242E+000  3.198E+000  6.851E+000  3.500E+000  7.525E+000  3.935E+000  8.357E+000  4.526E+000  9.334E+000  5.349E+000  1.043E+001  6.473E+000  1.165E+001  8.071E+000  1.304E+001  1.045E+001  1.462E+001  1.385E+001  1.650E+001  1.936E+001  1.905E+001  3.024E+001  2.270E+001  6.122E+001  2.967E+001  4.990E+002  3.100E+001  6.453E+001  2.684E+001  3.664E+001  2.888E+001  2.645E+001
 45    2.473E+000  1.608E+000  2.563E+000  1.647E+000  2.708E+000  1.692E+000  2.839E+000  1.713E+000  3.009E+000  1.826E+000  3.346E+000  2.096E+000  3.870E+000  2.362E+000  4.505E+000  2.538E+000  5.155E+000  2.730E+000  5.768E+000  2.997E+000  6.427E+000  3.301E+000  7.183E+000  3.635E+000  7.984E+000  4.042E+000  8.841E+000  4.552E+000  9.783E+000  5.232E+000  1.084E+001  6.200E+000  1.203E+001  7.631E+000  1.338E+001  9.874E+000  1.491E+001  1.346E+001  1.689E+001  1.960E+001  1.969E+001  3.105E+001  2.373E+001  6.269E+001  3.108E+001  5.056E+002  3.249E+001  6.785E+001  2.850E+001  4.195E+001  3.178E+001
 46    1.349E+000  2.461E+000  1.552E+000  2.372E+000  1.788E+000  2.454E+000  1.882E+000  2.643E+000  1.923E+000  2.850E+000  2.066E+000  3.158E+000  2.333E+000  3.602E+000  2.587E+000  4.130E+000  2.770E+000  4.690E+000  2.983E+000  5.247E+000  3.276E+000  5.876E+000  3.609E+000  6.628E+000  3.978E+000  7.452E+000  4.411E+000  8.372E+000  4.938E+000  9.426E+000  5.612E+000  1.061E+001  6.521E+000  1.196E+001  7.881E+000  1.351E+001  9.988E+000  1.531E+001  1.347E+001  1.736E+001  1.983E+001  2.012E+001  3.230E+001  2.419E+001  6.479E+001  3.253E+001  5.091E+002  3.583E+001  7.175E+001  3.532E+001  4.482E+001
 47    1.880E+000  1.350E+000  1.974E+000  1.356E+000  2.221E+000  1.352E+000  2.602E+000  1.388E+000  3.037E+000  1.504E+000  3.473E+000  1.725E+000  3.880E+000  2.036E+000  4.227E+000  2.347E+000  4.568E+000  2.614E+000  4.978E+000  2.884E+000  5.422E+000  3.186E+000  5.901E+000  3.532E+000  6.469E+000  3.952E+000  7.142E+000  4.421E+000  7.957E+000  4.973E+000  8.949E+000  5.767E+000  1.017E+001  6.828E+000  1.167E+001  8.358E+000  1.356E+001  1.082E+001  1.582E+001  1.446E+001  1.868E+001  2.093E+001  2.211E+001  3.345E+001  2.695E+001  6.794E+001  3.583E+001  5.185E+002  3.965E+001  8.237E+001  3.933E+001
 48    1.668E+000  1.750E+000  1.561E+000  2.033E+000  1.426E+000  2.411E+000  1.373E+000  2.840E+000  1.399E+000  3.296E+000  1.460E+000  3.730E+000  1.565E+000  4.117E+000  1.730E+000  4.457E+000  1.922E+000  4.805E+000  2.117E+000  5.215E+000  2.339E+000  5.653E+000  2.603E+000  6.133E+000  2.928E+000  6.708E+000  3.321E+000  7.379E+000  3.798E+000  8.184E+000  4.446E+000  9.171E+000  5.321E+000  1.032E+001  6.655E+000  1.179E+001  8.527E+000  1.352E+001  1.148E+001  1.574E+001  1.584E+001  1.864E+001  2.335E+001  2.274E+001  3.674E+001  2.851E+001  7.166E+001  3.960E+001  5.212E+002  4.623E+001  8.927E+001
 49    4.460E-001  7.657E-001  5.740E-001  7.636E-001  8.413E-001  8.408E-001  1.243E+000  9.999E-001  1.776E+000  1.181E+000  2.346E+000  1.338E+000  2.854E+000  1.494E+000  3.313E+000  1.712E+000  3.780E+000  2.003E+000  4.288E+000  2.321E+000  4.872E+000  2.650E+000  5.542E+000  3.010E+000  6.311E+000  3.437E+000  7.226E+000  3.990E+000  8.353E+000  4.591E+000  9.758E+000  5.212E+000  1.141E+001  6.059E+000  1.330E+001  7.359E+000  1.537E+001  9.286E+000  1.780E+001  1.237E+001  2.071E+001  1.712E+001  2.442E+001  2.545E+001  2.888E+001  4.184E+001  3.518E+001  8.203E+001  4.611E+001  5.870E+002  5.254E+001
 50    6.372E-001  4.029E-001  6.487E-001  5.266E-001  6.915E-001  7.648E-001  7.806E-001  1.139E+000  9.075E-001  1.636E+000  1.044E+000  2.166E+000  1.176E+000  2.648E+000  1.335E+000  3.093E+000  1.579E+000  3.550E+000  1.902E+000  4.054E+000  2.257E+000  4.643E+000  2.633E+000  5.329E+000  3.050E+000  6.129E+000  3.556E+000  7.104E+000  4.155E+000  8.311E+000  4.791E+000  9.803E+000  5.515E+000  1.162E+001  6.380E+000  1.367E+001  7.840E+000  1.610E+001  9.931E+000  1.899E+001  1.286E+001  2.242E+001  1.745E+001  2.648E+001  2.635E+001  3.157E+001  4.446E+001  3.901E+001  8.865E+001  5.232E+001  5.968E+002
