 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   32      2.4589     16.2227    5.980464E-01
   33      0.0068     28.7940    1.704764E-03
   34      1.1111     37.8153    2.868685E-01
   35      0.0073     45.4858    1.939375E-03
   36      0.6509     52.4365    1.777943E-01
   37      0.0065     58.9588    1.824128E-03
   38      0.4251     65.2205    1.224792E-01
   39      0.0052     71.3334    1.537132E-03
   40      0.3311     77.3817    1.003517E-01
   41      0.0040     83.4363    1.242278E-03
   42      0.2777     89.5634    8.832333E-02
   43      0.0028     95.8317    9.115026E-04
   44      0.2348    102.3201    7.819316E-02
   45      0.0018    109.1281    6.129070E-04
   46      0.1897    116.3932    6.601322E-02
   47      0.0011    124.3271    3.910182E-04
   48      0.1712    133.3021    6.213784E-02
   49      0.0005    144.1265    1.852191E-04
   50      0.2708    159.6065    1.023412E-01
