 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    4    605.1230      4.5062    4.321787E+01
    5     16.1874      8.4405    1.413016E+00
    6    121.4548     11.5126    1.252954E+01
    7      5.1438     14.2932    6.122834E-01
    8     44.1812     16.9301    5.960238E+00
    9      1.8672     19.4850    2.815280E-01
   10     20.1592     21.9900    3.359462E+00
   11      0.8155     24.4641    1.488432E-01
   12     10.5950     26.9193    2.101929E+00
   13      0.4273     29.3641    9.155326E-02
   14      6.2620     31.8047    1.441080E+00
   15      0.2578     34.2460    6.341935E-02
   16      4.1206     36.6918    1.079075E+00
   17      0.1684     39.1455    4.677215E-02
   18      2.8849     41.6101    8.470512E-01
   19      0.1221     44.0882    3.778831E-02
   20      2.1658     46.5825    7.046596E-01
   21      0.0965     49.0954    3.292857E-02
   22      1.7553     51.6294    6.268174E-01
   23      0.0792     54.1870    2.953930E-02
   24      1.3902     56.7708    5.405682E-01
   25      0.0663     59.3834    2.683248E-02
   26      1.1661     62.0278    4.904433E-01
   27      0.0555     64.7070    2.422327E-02
   28      1.0104     67.4244    4.570307E-01
   29      0.0457     70.1834    2.139663E-02
   30      0.8448     72.9881    4.089412E-01
   31      0.0373     75.8428    1.864775E-02
   32      0.7092     78.7525    3.658131E-01
   33      0.0301     81.7227    1.600363E-02
   34      0.6476     84.7598    3.545954E-01
   35      0.0234     87.8709    1.318413E-02
   36      0.5321     91.0644    3.082430E-01
   37      0.0180     94.3502    1.071300E-02
   38      0.3897     97.7399    2.381213E-01
   39      0.0137    101.2475    8.588648E-03
   40      0.3218    104.8902    2.068465E-01
   41      0.0102    108.6892    6.718239E-03
   42      0.2974    112.6717    2.006028E-01
   43      0.0072    116.8730    4.970830E-03
   44      0.2775    121.3407    1.959883E-01
   45      0.0047    126.1418    3.394036E-03
   46      0.2504    131.3757    1.847968E-01
   47      0.0028    137.2017    2.110857E-03
   48      0.2285    143.9062    1.758876E-01
   49      0.0013    152.1171    1.021306E-03
   50      0.3400    164.0090    2.725069E-01
