 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    1    469.9035      5.2159    4.656351E+01
    2      0.3312     11.6891    5.469859E-02
    3     83.2162     17.3761    1.924074E+01
    4      0.1963     22.9023    5.835507E-02
    5     37.1834     28.3967    1.351007E+01
    6      0.1253     33.9133    5.380346E-02
    7     22.0579     39.4850    1.092877E+01
    8      0.0826     45.1381    4.638150E-02
    9     14.6247     50.8974    9.178176E+00
   10      0.0567     56.7891    3.932948E-02
   11     10.4127     62.8427    7.910556E+00
   12      0.0403     69.0932    3.327828E-02
   13      7.8275     75.5837    6.980759E+00
   14      0.0292     82.3697    2.797027E-02
   15      6.1599     89.5245    6.307411E+00
   16      0.0208     97.1509    2.267217E-02
   17      5.2306    105.4004    6.046936E+00
   18      0.0139    114.5156    1.698761E-02
   19      5.0055    124.9331    6.448042E+00
   20      0.0078    137.6119    1.056317E-02
   21      7.3345    155.9052    1.041729E+01
