 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   16     17.7247      8.6957    2.174758E+00
   17      0.6600     15.4341    8.588752E-02
   18      6.1804     20.2942    8.502299E-01
   19      0.3252     24.4302    4.715559E-02
   20      3.6716     28.1687    5.597026E-01
   21      0.1536     31.6562    2.455714E-02
   22      2.4532     34.9733    4.104531E-01
   23      0.0851     38.1701    1.487118E-02
   24      1.7580     41.2799    3.202824E-01
   25      0.0625     44.3268    1.185136E-02
   26      1.4130     47.3287    2.784429E-01
   27      0.0523     50.2998    1.069504E-02
   28      1.1605     53.2513    2.459450E-01
   29      0.0451     56.1931    9.893424E-03
   30      0.9205     59.1335    2.087717E-01
   31      0.0386     62.0799    9.041613E-03
   32      0.7634     65.0395    1.844946E-01
   33      0.0318     68.0188    7.921729E-03
   34      0.6680     71.0244    1.713735E-01
   35      0.0250     74.0627    6.599582E-03
   36      0.5128     77.1407    1.391839E-01
   37      0.0196     80.2653    5.465569E-03
   38      0.3750     83.4443    1.073594E-01
   39      0.0154     86.6860    4.523409E-03
   40      0.3116     90.0000    9.384271E-02
   41      0.0117     93.3969    3.610622E-03
   42      0.2777     96.8892    8.776329E-02
   43      0.0085    100.4917    2.749516E-03
   44      0.2417    104.2221    7.998061E-02
   45      0.0059    108.1023    1.996234E-03
   46      0.1914    112.1599    6.618247E-02
   47      0.0038    116.4308    1.342225E-03
   48      0.1483    120.9631    5.348487E-02
   49      0.0023    125.8241    8.466055E-04
   50      0.1408    131.1139    5.287399E-02
   51      0.0011    136.9924    4.212578E-04
   52      0.1459    143.7469    5.695904E-02
   53      0.0004    152.0072    1.591336E-04
   54      0.1662    163.9554    6.735589E-02
