 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    6    273.1867      4.2049    1.725578E+01
    7     16.0162      7.6847    1.167300E+00
    8     71.7099     10.3173    5.923245E+00
    9      8.2374     12.6451    7.604584E-01
   10     30.0452     14.8142    3.065675E+00
   11      4.0747     16.8875    4.553603E-01
   12     15.5546     18.8983    1.889429E+00
   13      2.3763     20.8662    3.117430E-01
   14      9.1768     22.8040    1.293067E+00
   15      1.5779     24.7204    2.376692E-01
   16      5.9890     26.6218    9.602845E-01
   17      1.1932     28.5129    2.029144E-01
   18      4.2090     30.3974    7.566801E-01
   19      0.8919     32.2781    1.690100E-01
   20      3.1176     34.1576    6.210634E-01
   21      0.6492     36.0379    1.356371E-01
   22      2.2351     37.9207    4.886987E-01
   23      0.4681     39.8078    1.068977E-01
   24      1.6905     41.7004    4.024787E-01
   25      0.3129     43.6000    7.753672E-02
   26      1.4167     45.5079    3.648257E-01
   27      0.1861     47.4252    4.973255E-02
   28      1.1615     49.3531    3.216813E-01
   29      0.1135     51.2929    3.253715E-02
   30      0.9213     53.2457    2.730628E-01
   31      0.0849     55.2127    2.598842E-02
   32      0.7978     57.1950    2.519643E-01
   33      0.0689     59.1941    2.242982E-02
   34      0.6622     61.2112    2.220087E-01
   35      0.0544     63.2476    1.876674E-02
   36      0.4875     65.3048    1.729136E-01
   37      0.0430     67.3843    1.566973E-02
   38      0.3767     69.4879    1.409347E-01
   39      0.0339     71.6171    1.301243E-02
   40      0.3205     73.7741    1.261377E-01
   41      0.0260     75.9606    1.048535E-02
   42      0.2769     78.1791    1.143598E-01
   43      0.0192     80.4320    8.116189E-03
   44      0.2173     82.7219    9.396831E-02
   45      0.0135     85.0519    5.969072E-03
   46      0.1527     87.4252    6.900073E-02
   47      0.0091     89.8456    4.200458E-03
   48      0.1206     92.3172    5.683956E-02
   49      0.0056     94.8448    2.693735E-03
   50      0.1050     97.4338    5.152789E-02
   51      0.0029    100.0905    1.451332E-03
   52      0.0712    102.8220    3.632461E-02
   53      0.0012    105.6371    6.238737E-04
   54      0.0346    108.5457    1.832459E-02
   55      0.0005    111.5601    2.696651E-04
   56      0.0155    114.6952    8.510240E-03
   57      0.0002    117.9697    1.117531E-04
   58      0.0075    121.4071    4.263623E-03
   59      0.0001    125.0385    5.782007E-05
   60      0.0029    128.9053    1.704963E-03
   61      0.0000    133.0661    0.000000E+00
   62      0.0007    137.6078    4.251476E-04
   63      0.0000    142.6695    0.000000E+00
   64      0.0002    148.5015    1.253578E-04
   65      0.0000    155.6515    0.000000E+00
   66      0.0001    166.0138    6.462244E-05
