 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   26      7.0469     11.0010    1.115375E+00
   27      0.1637     19.4210    2.688800E-02
   28      2.9749     25.4246    5.064008E-01
   29      0.1476     30.4836    2.600671E-02
   30      1.8693     35.0181    3.405305E-01
   31      0.1151     39.2184    2.165524E-02
   32      1.3727     43.1903    2.664625E-01
   33      0.0828     46.9998    1.656732E-02
   34      0.9950     50.6919    2.050309E-01
   35      0.0545     54.2992    1.155585E-02
   36      0.6434     57.8466    1.402656E-01
   37      0.0338     61.3539    7.570509E-03
   38      0.4456     64.8379    1.024668E-01
   39      0.0215     68.3130    5.072390E-03
   40      0.3450     71.7922    8.345478E-02
   41      0.0143     75.2876    3.544551E-03
   42      0.2717     78.8112    6.896928E-02
   43      0.0093     82.3749    2.416291E-03
   44      0.2145     85.9911    5.701176E-02
   45      0.0058     89.6730    1.576219E-03
   46      0.1610     93.4355    4.471528E-02
   47      0.0037     97.2953    1.049718E-03
   48      0.1280    101.2721    3.707907E-02
   49      0.0023    105.3896    6.800019E-04
   50      0.1132    109.6772    3.414404E-02
   51      0.0012    114.1725    3.691183E-04
   52      0.0846    118.9259    2.652814E-02
   53      0.0005    124.0072    1.597721E-04
   54      0.0475    129.5197    1.546206E-02
   55      0.0002    135.6281    6.629795E-05
   56      0.0255    142.6284    8.605295E-03
   57      0.0000    151.1686    0.000000E+00
   58      0.0218    163.4951    7.617097E-03
