 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   25     13.1981      9.7035    1.822339E+00
   26      0.3946     17.1145    5.662140E-02
   27      5.5434     22.3931    8.254420E-01
   28      0.2431     26.8348    3.751522E-02
   29      3.4850     30.8091    5.566760E-01
   30      0.1850     34.4831    3.055267E-02
   31      2.2938     37.9494    3.912405E-01
   32      0.1359     41.2654    2.391556E-02
   33      1.6675     44.4699    3.024742E-01
   34      0.0947     47.5907    1.769077E-02
   35      1.3477     50.6488    2.590593E-01
   36      0.0633     53.6605    1.251049E-02
   37      1.1356     56.6390    2.305867E-01
   38      0.0423     59.5953    8.818176E-03
   39      0.9770     62.5391    2.089630E-01
   40      0.0291     65.4789    6.381543E-03
   41      0.7201     68.4224    1.618149E-01
   42      0.0199     71.3769    4.579517E-03
   43      0.4024     74.3495    9.478179E-02
   44      0.0125     77.3472    3.011950E-03
   45      0.2171     80.3770    5.348708E-02
   46      0.0071     83.4464    1.787677E-03
   47      0.1478     86.5631    3.801419E-02
   48      0.0038     89.7358    9.979367E-04
   49      0.0926     92.9738    2.481955E-02
   50      0.0021     96.2877    5.742333E-04
   51      0.0528     99.6900    1.472376E-02
   52      0.0011    103.1950    3.127013E-04
   53      0.0362    106.8201    1.048673E-02
   54      0.0005    110.5865    1.475517E-04
   55      0.0225    114.5211    6.761658E-03
   56      0.0002    118.6585    6.118657E-05
   57      0.0096    123.0453    2.988937E-03
   58      0.0000    127.7464    0.000000E+00
   59      0.0032    132.8582    1.030967E-03
   60      0.0000    138.5347    0.000000E+00
   61      0.0014    145.0529    4.662092E-04
   62      0.0000    153.0192    0.000000E+00
   63      0.0010    164.5340    3.438360E-04
