 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    4    714.6008      3.4261    3.849502E+01
    5     38.6725      6.4141    2.546206E+00
    6    152.1150      8.7454    1.183625E+01
    7     17.5718     10.8533    1.577633E+00
    8     57.7332     12.8497    5.874530E+00
    9      7.5915     14.7813    8.633358E-01
   10     27.2423     16.6721    3.424220E+00
   11      3.8493     18.5362    5.299174E-01
   12     14.3158     20.3823    2.142171E+00
   13      2.3376     22.2165    3.777744E-01
   14      8.3618     24.0431    1.451431E+00
   15      1.6223     25.8652    3.010173E-01
   16      5.6042     27.6855    1.106945E+00
   17      1.1118     29.5058    2.329128E-01
   18      3.7986     31.3279    8.412476E-01
   19      0.7253     33.1533    1.693093E-01
   20      2.9172     34.9831    7.158938E-01
   21      0.4549     36.8185    1.170801E-01
   22      2.2003     38.6606    5.926428E-01
   23      0.2840     40.5105    7.989411E-02
   24      1.6297     42.3690    4.779718E-01
   25      0.1845     44.2371    5.632032E-02
   26      1.3776     46.1158    4.370162E-01
   27      0.1308     48.0060    4.305950E-02
   28      1.1530     49.9086    3.933714E-01
   29      0.1064     51.8247    3.757441E-02
   30      0.8978     53.7553    3.277993E-01
   31      0.0885     55.7013    3.337201E-02
   32      0.7760     57.6639    3.019073E-01
   33      0.0692     59.6442    2.775105E-02
   34      0.6573     61.6435    2.714634E-01
   35      0.0543     63.6630    2.307580E-02
   36      0.4868     65.7041    2.127022E-01
   37      0.0436     67.7682    1.957250E-02
   38      0.3759     69.8569    1.732454E-01
   39      0.0343     71.9720    1.621884E-02
   40      0.3202     74.1152    1.552405E-01
   41      0.0264     76.2886    1.311537E-02
   42      0.2764     78.4944    1.406227E-01
   43      0.0195     80.7349    1.015436E-02
   44      0.2171     83.0129    1.156507E-01
   45      0.0136     85.3312    7.407623E-03
   46      0.1529     87.6932    8.511165E-02
   47      0.0092     90.1025    5.231304E-03
   48      0.1206     92.5633    7.001927E-02
   49      0.0056     95.0803    3.318347E-03
   50      0.1051     97.6588    6.353641E-02
   51      0.0029    100.3052    1.787861E-03
   52      0.0717    103.0266    4.506164E-02
   53      0.0013    105.8315    8.325795E-04
   54      0.0350    108.7300    2.283458E-02
   55      0.0005    111.7344    3.321938E-04
   56      0.0156    114.8595    1.055119E-02
   57      0.0002    118.1238    1.376659E-04
   58      0.0076    121.5510    5.322284E-03
   59      0.0001    125.1718    7.122714E-05
   60      0.0030    129.0278    2.172727E-03
   61      0.0000    133.1773    0.000000E+00
   62      0.0008    137.7071    5.985474E-04
   63      0.0000    142.7560    0.000000E+00
   64      0.0002    148.5736    1.544252E-04
   65      0.0000    155.7066    0.000000E+00
   66      0.0001    166.0448    7.960681E-05
