 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   10     51.3003      7.8802    5.940902E+00
   11      0.8478     14.1444    1.075312E-01
   12     15.5283     18.7533    2.140805E+00
   13      0.4029     22.7438    5.998936E-02
   14      7.6674     26.4046    1.226194E+00
   15      0.2175     29.8638    3.718212E-02
   16      4.6246     33.1911    8.415914E-01
   17      0.1276     36.4293    2.462816E-02
   18      3.1194     39.6072    6.364818E-01
   19      0.0864     42.7453    1.858196E-02
   20      2.2603     45.8590    5.110497E-01
   21      0.0669     48.9607    1.586382E-02
   22      1.7951     52.0605    4.454658E-01
   23      0.0551     55.1672    1.428113E-02
   24      1.4031     58.2886    3.791385E-01
   25      0.0461     61.4321    1.296535E-02
   26      1.1625     64.6047    3.397676E-01
   27      0.0385     67.8133    1.167714E-02
   28      1.0064     71.0652    3.163433E-01
   29      0.0317     74.3678    1.031394E-02
   30      0.8486     77.7291    2.854605E-01
   31      0.0259     81.1582    8.998156E-03
   32      0.7124     84.6647    2.553586E-01
   33      0.0207     88.2601    7.648184E-03
   34      0.6547     91.9574    2.491177E-01
   35      0.0159     95.7722    6.225420E-03
   36      0.5580     99.7232    2.246313E-01
   37      0.0119    103.8334    4.921771E-03
   38      0.4190    108.1321    1.779172E-01
   39      0.0088    112.6572    3.833743E-03
   40      0.3537    117.4595    1.579913E-01
   41      0.0062    122.6104    2.837808E-03
   42      0.3508    128.2157    1.644340E-01
   43      0.0040    134.4448    1.919077E-03
   44      0.3822    141.6021    1.875832E-01
   45      0.0020    150.3553    1.003655E-03
   46      0.5822    163.0186    2.985852E-01
