 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   21     18.7372      8.9849    2.420771E+00
   22      0.5642     15.8751    7.628270E-02
   23      7.9903     20.8016    1.128344E+00
   24      0.3832     24.9611    5.641597E-02
   25      4.9574     28.6938    7.596344E-01
   26      0.2559     32.1535    4.074991E-02
   27      3.0424     35.4248    5.027586E-01
   28      0.1756     38.5603    3.007321E-02
   29      2.1592     41.5953    3.827590E-01
   30      0.1247     44.5551    2.285476E-02
   31      1.7259     47.4585    3.266906E-01
   32      0.0886     50.3202    1.730324E-02
   33      1.3463     53.1521    2.710174E-01
   34      0.0619     55.9640    1.283276E-02
   35      1.0480     58.7644    2.235631E-01
   36      0.0439     61.5607    9.628704E-03
   37      0.8455     64.3597    1.905265E-01
   38      0.0323     67.1676    7.472634E-03
   39      0.7178     69.9904    1.703770E-01
   40      0.0227     72.8339    5.524479E-03
   41      0.5809     75.7039    1.448638E-01
   42      0.0145     78.6065    3.703117E-03
   43      0.3945     81.5478    1.031209E-01
   44      0.0089     84.5346    2.379910E-03
   45      0.2493     87.5739    6.816229E-02
   46      0.0056     90.6737    1.564773E-03
   47      0.1735     93.8431    4.952261E-02
   48      0.0034     97.0922    9.909030E-04
   49      0.1122    100.4329    3.337402E-02
   50      0.0020    103.8793    6.069205E-04
   51      0.0647    107.4484    2.002267E-02
   52      0.0011    111.1611    3.470264E-04
   53      0.0439    115.0439    1.411331E-02
   54      0.0005    119.1311    1.637484E-04
   55      0.0298    123.4688    9.938474E-03
   56      0.0002    128.1215    6.790299E-05
   57      0.0146    133.1849    5.044651E-03
   58      0.0000    138.8123    0.000000E+00
   59      0.0056    145.2787    2.002237E-03
   60      0.0000    153.1871    0.000000E+00
   61      0.0034    164.6252    1.256506E-03
