 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    6    154.3769      8.6378    2.059002E+01
    7      1.0614     15.8375    1.633433E-01
    8     37.7149     21.3113    6.577987E+00
    9      0.4169     26.1820    8.126744E-02
   10     15.7691     30.7539    3.397483E+00
   11      0.1877     35.1603    4.429179E-02
   12      8.0913     39.4740    2.075341E+00
   13      0.0987     43.7403    2.734085E-02
   14      4.7946     47.9912    1.426532E+00
   15      0.0598     52.2507    1.901928E-02
   16      3.1437     56.5392    1.064354E+00
   17      0.0403     60.8745    1.447119E-02
   18      2.3107     65.2741    8.771551E-01
   19      0.0293     69.7553    1.172366E-02
   20      1.7588     74.3370    7.398291E-01
   21      0.0224     79.0398    9.882062E-03
   22      1.4863     83.8881    6.861990E-01
   23      0.0175     88.9106    8.438534E-03
   24      1.2811     94.1431    6.440361E-01
   25      0.0136     99.6315    7.116070E-03
   26      1.1412    105.4369    6.205385E-01
   27      0.0103    111.6444    5.812072E-03
   28      1.1330    118.3799    6.625763E-01
   29      0.0072    125.8446    4.358285E-03
   30      1.2321    134.4002    7.710932E-01
   31      0.0041    144.8397    2.650059E-03
   32      1.9389    159.9217    1.293004E+00
