 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   34      2.2420     17.4523    5.726728E-01
   35      0.0107     31.0290    2.812315E-03
   36      0.8402     40.7932    2.270531E-01
   37      0.0087     49.1209    2.415474E-03
   38      0.4920     56.6957    1.402419E-01
   39      0.0060     63.8366    1.754689E-03
   40      0.3531     70.7309    1.058777E-01
   41      0.0041     77.5078    1.259748E-03
   42      0.2742     84.2704    8.627962E-02
   43      0.0026     91.1123    8.373643E-04
   44      0.2286     98.1307    7.531614E-02
   45      0.0016    105.4397    5.389931E-04
   46      0.1879    113.1904    6.468917E-02
   47      0.0009    121.6095    3.165104E-04
   48      0.1688    131.0896    6.061303E-02
   49      0.0004    142.4784    1.465943E-04
   50      0.2586    158.7143    9.668781E-02
