 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   21     21.7181      7.3911    2.253675E+00
   22      0.6776     13.0408    7.358459E-02
   23      8.8117     17.0727    9.994441E-01
   24      0.6781     20.4689    8.018457E-02
   25      5.4324     23.5091    6.685946E-01
   26      0.5387     26.3194    6.890073E-02
   27      3.9135     28.9690    5.194323E-01
   28      0.4157     31.5009    5.718154E-02
   29      2.8984     33.9436    4.126780E-01
   30      0.3150     36.3173    4.637045E-02
   31      2.2103     38.6372    3.360414E-01
   32      0.2283     40.9145    3.581131E-02
   33      1.8004     43.1584    2.911017E-01
   34      0.1563     45.3763    2.602610E-02
   35      1.3842     47.5741    2.371691E-01
   36      0.1017     49.7571    1.791615E-02
   37      0.9853     51.9297    1.783326E-01
   38      0.0617     54.0957    1.146507E-02
   39      0.7016     56.2588    1.337573E-01
   40      0.0330     58.4221    6.450597E-03
   41      0.5003     60.5885    1.002097E-01
   42      0.0162     62.7610    3.323035E-03
   43      0.3684     64.9420    7.734635E-02
   44      0.0089     67.1344    1.911529E-03
   45      0.2634     69.3405    5.784397E-02
   46      0.0056     71.5631    1.256817E-03
   47      0.1530     73.8047    3.507648E-02
   48      0.0036     76.0679    8.427043E-04
   49      0.0770     78.3557    1.839615E-02
   50      0.0022     80.6710    5.362225E-04
   51      0.0463     83.0168    1.150851E-02
   52      0.0012     85.3967    3.040686E-04
   53      0.0283     87.8141    7.307540E-03
   54      0.0005     90.2732    1.315217E-04
   55      0.0124     92.7783    3.321587E-03
   56      0.0002     95.3346    5.453928E-05
   57      0.0040     97.9474    1.110092E-03
   58      0.0001    100.6234    2.823494E-05
   59      0.0014    103.3698    4.020462E-04
   60      0.0000    106.1953    0.000000E+00
   61      0.0005    109.1101    1.484144E-04
   62      0.0000    112.1265    0.000000E+00
   63      0.0002    115.2592    6.129636E-05
   64      0.0000    118.5268    0.000000E+00
   65      0.0000    121.9528    0.000000E+00
   66      0.0000    125.5677    0.000000E+00
   67      0.0000    129.4129    0.000000E+00
   68      0.0000    133.5462    0.000000E+00
   69      0.0000    138.0534    0.000000E+00
   70      0.0000    143.0721    0.000000E+00
   71      0.0000    148.8494    0.000000E+00
   72      0.0000    155.9266    0.000000E+00
   73      0.0000    166.1752    0.000000E+00
