 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    1    301.0781      8.2132    4.672211E+01
    2      0.0857     18.4674    2.216526E-02
    3     54.2188     27.5454    1.963225E+01
    4      0.0500     36.4702    2.327740E-02
    5     25.0369     45.4872    1.424608E+01
    6      0.0307     54.7356    2.064447E-02
    7     15.6928     64.3411    1.217626E+01
    8      0.0188     74.4514    1.653213E-02
    9     11.4733     85.2689    1.127623E+01
   10      0.0112     97.1067    1.216632E-02
   11      9.8781    110.5200    1.175231E+01
   12      0.0059    126.7246    7.629816E-03
   13     13.2639    150.0000    1.852495E+01
