 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   12     52.8099      4.8309    3.504419E+00
   13      5.3652      8.6074    3.845124E-01
   14     19.3698     11.3529    1.491021E+00
   15      3.2346     13.7031    2.661601E-01
   16     10.7975     15.8361    9.457967E-01
   17      2.3998     17.8311    2.229481E-01
   18      6.7197     19.7312    6.599518E-01
   19      1.6588     21.5624    1.717194E-01
   20      4.6870     23.3421    5.100813E-01
   21      1.2213     25.0823    1.393964E-01
   22      3.4376     26.7917    4.106090E-01
   23      0.9712     28.4769    1.211622E-01
   24      2.7626     30.1431    3.593145E-01
   25      0.7625     31.7942    1.032216E-01
   26      2.2526     33.4336    3.168988E-01
   27      0.5810     35.0640    8.482023E-02
   28      1.7875     36.6878    2.704466E-01
   29      0.4369     38.3068    6.842183E-02
   30      1.6418     39.9229    2.658341E-01
   31      0.3248     41.5375    5.431468E-02
   32      1.5370     43.1520    2.651843E-01
   33      0.2321     44.7676    4.127723E-02
   34      1.2066     46.3855    2.209902E-01
   35      0.1550     48.0067    2.921129E-02
   36      0.7740     49.6323    1.499769E-01
   37      0.0995     51.2631    1.980820E-02
   38      0.4541     52.9001    9.281173E-02
   39      0.0657     54.5442    1.377695E-02
   40      0.3102     56.1963    6.669410E-02
   41      0.0448     57.8572    9.869991E-03
   42      0.2308     59.5278    5.207333E-02
   43      0.0297     61.2090    6.858614E-03
   44      0.1806     62.9017    4.266467E-02
   45      0.0182     64.6068    4.396159E-03
   46      0.1659     66.3252    4.095340E-02
   47      0.0098     68.0580    2.471214E-03
   48      0.1314     69.8061    3.383200E-02
   49      0.0045     71.5707    1.182520E-03
   50      0.0712     73.3527    1.908807E-02
   51      0.0019     75.1536    5.194592E-04
   52      0.0289     76.9744    8.054670E-03
   53      0.0009     78.8165    2.556153E-04
   54      0.0118     80.6815    3.414044E-03
   55      0.0003     82.5708    8.839035E-05
   56      0.0048     84.4862    1.439728E-03
   57      0.0001     86.4294    3.052520E-05
   58      0.0014     88.4026    4.347850E-04
   59      0.0000     90.4078    0.000000E+00
   60      0.0002     92.4476    6.423563E-05
   61      0.0000     94.5245    0.000000E+00
   62      0.0000     96.6416    0.000000E+00
   63      0.0000     98.8023    0.000000E+00
   64      0.0000    101.0103    0.000000E+00
   65      0.0000    103.2699    0.000000E+00
   66      0.0000    105.5860    0.000000E+00
   67      0.0000    107.9643    0.000000E+00
   68      0.0000    110.4113    0.000000E+00
   69      0.0000    112.9347    0.000000E+00
   70      0.0000    115.5438    0.000000E+00
   71      0.0000    118.2495    0.000000E+00
   72      0.0000    121.0655    0.000000E+00
   73      0.0000    124.0085    0.000000E+00
   74      0.0000    127.0999    0.000000E+00
   75      0.0000    130.3677    0.000000E+00
   76      0.0000    133.8496    0.000000E+00
   77      0.0000    137.5986    0.000000E+00
   78      0.0000    141.6932    0.000000E+00
   79      0.0000    146.2592    0.000000E+00
   80      0.0000    151.5231    0.000000E+00
   81      0.0000    157.9799    0.000000E+00
   82      0.0000    167.3401    0.000000E+00
