 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   22      6.3143     12.2332    1.139514E+00
   23      0.0313     21.6796    5.899619E-03
   24      2.5430     28.4605    4.997171E-01
   25      0.0268     34.2143    5.481340E-03
   26      1.6810     39.4079    3.572937E-01
   27      0.0248     44.2531    5.470111E-03
   28      1.2663     48.8682    2.894631E-01
   29      0.0224     53.3279    5.300072E-03
   30      0.9592     57.6840    2.346501E-01
   31      0.0193     61.9753    4.876179E-03
   32      0.7668     66.2323    1.998836E-01
   33      0.0158     70.4811    4.245352E-03
   34      0.6710     74.7449    1.856750E-01
   35      0.0125     79.0455    3.559182E-03
   36      0.5275     83.4049    1.544284E-01
   37      0.0098     87.8458    2.947604E-03
   38      0.3852     92.3936    1.189484E-01
   39      0.0076     97.0772    2.407811E-03
   40      0.3227    101.9311    1.048252E-01
   41      0.0055    106.9989    1.830723E-03
   42      0.3009    112.3373    1.025706E-01
   43      0.0038    118.0247    1.325820E-03
   44      0.2877    124.1759    1.026861E-01
   45      0.0024    130.9731    8.758594E-04
   46      0.2782    138.7434    1.037581E-01
   47      0.0012    148.2020    4.571794E-04
   48      0.3731    161.8320    1.451372E-01
