 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    3    354.7678      3.1043    1.840733E+01
    4      5.9768      5.9477    3.987125E-01
    5    111.7446      8.2217    9.111038E+00
    6      3.8386     10.3118    3.698834E-01
    7     59.4270     12.3134    6.607295E+00
    8      2.5774     14.2656    3.247726E-01
    9     36.8143     16.1877    5.184642E+00
   10      1.9145     18.0911    2.980048E-01
   11     24.1598     19.9828    4.118791E+00
   12      1.5695     21.8675    2.908372E-01
   13     16.7793     23.7486    3.358043E+00
   14      1.2292     25.6287    2.642221E-01
   15     11.7769     27.5098    2.706084E+00
   16      0.9376     29.3936    2.293402E-01
   17      8.4986     31.2815    2.204774E+00
   18      0.6911     33.1748    1.895358E-01
   19      6.3948     35.0745    1.848588E+00
   20      0.4911     36.9818    1.492459E-01
   21      4.6867     38.8977    1.493772E+00
   22      0.3566     40.8231    1.189440E-01
   23      3.5576     42.7591    1.239377E+00
   24      0.2740     44.7064    9.951654E-02
   25      2.7813     46.6663    1.051397E+00
   26      0.2133     48.6396    8.379447E-02
   27      2.1213     50.6273    8.647955E-01
   28      0.1630     52.6306    6.886699E-02
   29      1.7172     54.6506    7.509681E-01
   30      0.1256     56.6883    5.678951E-02
   31      1.4092     58.7452    6.580544E-01
   32      0.0982     60.8224    4.731224E-02
   33      1.1344     62.9213    5.633647E-01
   34      0.0771     65.0436    3.943230E-02
   35      0.9393     67.1907    4.943235E-01
   36      0.0596     69.3644    3.224911E-02
   37      0.7985     71.5666    4.438997E-01
   38      0.0444     73.7994    2.534092E-02
   39      0.7051     76.0649    4.128825E-01
   40      0.0313     78.3657    1.879222E-02
   41      0.5921     80.7044    3.642686E-01
   42      0.0206     83.0842    1.297881E-02
   43      0.4113     85.5082    2.652324E-01
   44      0.0132     87.9803    8.707882E-03
   45      0.2562     90.5048    1.728101E-01
   46      0.0084     93.0864    5.790431E-03
   47      0.1772     95.7307    1.247774E-01
   48      0.0052     98.4440    3.738727E-03
   49      0.1193    101.2337    8.754357E-02
   50      0.0030    104.1085    2.245904E-03
   51      0.0698    107.0788    5.328945E-02
   52      0.0017    110.1569    1.323082E-03
   53      0.0460    113.3581    3.648297E-02
   54      0.0008    116.7013    6.463461E-04
   55      0.0315    120.2108    2.591685E-02
   56      0.0003    123.9178    2.512744E-04
   57      0.0155    127.8651    1.321229E-02
   58      0.0001    132.1121    8.672304E-05
   59      0.0054    136.7475    4.763096E-03
   60      0.0000    141.9133    0.000000E+00
   61      0.0021    147.8648    1.914578E-03
   62      0.0000    155.1608    0.000000E+00
   63      0.0015    165.7344    1.412029E-03
