 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   19     14.8893     13.2814    2.966852E+00
   20      0.0566     23.6274    1.185652E-02
   21      6.2157     31.1036    1.365575E+00
   22      0.0486     37.4915    1.117392E-02
   23      3.8943     43.2978    9.351563E-01
   24      0.0402     48.7534    1.006420E-02
   25      2.7685     53.9885    7.213926E-01
   26      0.0332     59.0867    8.990232E-03
   27      2.0677     64.1078    5.810415E-01
   28      0.0267     69.0984    7.775764E-03
   29      1.6187     74.0979    4.879500E-01
   30      0.0210     79.1422    6.544946E-03
   31      1.3586     84.2669    4.373097E-01
   32      0.0162     89.5094    5.380038E-03
   33      1.1607     94.9119    3.973303E-01
   34      0.0121    100.5249    4.265711E-03
   35      1.0327    106.4129    3.746187E-01
   36      0.0087    112.6627    3.244883E-03
   37      1.0010    119.4003    3.835768E-01
   38      0.0057    126.8244    2.242449E-03
   39      1.0998    135.2898    4.439129E-01
   40      0.0030    145.5722    1.241547E-03
   41      1.8382    160.3660    7.795210E-01
