 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   11     72.6175      4.6749    4.792092E+00
   12      8.7514      8.3487    6.277309E-01
   13     31.3017     11.0303    2.424866E+00
   14      5.1267     13.3336    4.265716E-01
   15     19.8970     15.4301    1.769723E+00
   16      4.2044     17.3959    3.980833E-01
   17     15.1634     19.2721    1.522722E+00
   18      2.8811     21.0837    3.058553E-01
   19     10.7473     22.8471    1.202597E+00
   20      1.8854     24.5738    2.217907E-01
   21      7.3985     26.2720    9.127842E-01
   22      1.4664     27.9480    1.893307E-01
   23      5.4788     29.6066    7.388211E-01
   24      1.1957     31.2516    1.681025E-01
   25      4.1866     32.8862    6.126150E-01
   26      0.9591     34.5130    1.458464E-01
   27      3.4948     36.1342    5.514943E-01
   28      0.7616     37.7515    1.245540E-01
   29      2.7309     39.3666    4.622893E-01
   30      0.5947     40.9810    1.040839E-01
   31      1.8918     42.5960    3.419572E-01
   32      0.4458     44.2127    8.313988E-02
   33      1.4559     45.8322    2.798739E-01
   34      0.3121     47.4555    6.178725E-02
   35      1.3184     49.0836    2.685725E-01
   36      0.2111     50.7175    4.421474E-02
   37      1.1480     52.3579    2.470354E-01
   38      0.1487     54.0058    3.285169E-02
   39      0.7748     55.6619    1.756195E-01
   40      0.1042     57.3273    2.421635E-02
   41      0.3796     59.0027    9.039830E-02
   42      0.0636     60.6889    1.551072E-02
   43      0.1961     62.3869    4.895002E-02
   44      0.0327     64.0976    8.350140E-03
   45      0.1385     65.8219    3.616156E-02
   46      0.0160     67.5607    4.269322E-03
   47      0.0814     69.3151    2.218728E-02
   48      0.0086     71.0862    2.393460E-03
   49      0.0442     72.8750    1.255491E-02
   50      0.0045     74.6827    1.304037E-03
   51      0.0313     76.5107    9.249911E-03
   52      0.0019     78.3602    5.723990E-04
   53      0.0183     80.2327    5.618118E-03
   54      0.0007     82.1298    2.189175E-04
   55      0.0069     84.0532    2.197496E-03
   56      0.0002     86.0046    6.484320E-05
   57      0.0022     87.9862    7.258995E-04
   58      0.0001     90.0000    3.356927E-05
   59      0.0008     92.0486    2.731448E-04
   60      0.0000     94.1346    0.000000E+00
   61      0.0003     96.2610    1.058723E-04
   62      0.0000     98.4313    0.000000E+00
   63      0.0001    100.6491    3.643843E-05
   64      0.0000    102.9188    0.000000E+00
   65      0.0000    105.2453    0.000000E+00
   66      0.0000    107.6343    0.000000E+00
   67      0.0000    110.0923    0.000000E+00
   68      0.0000    112.6272    0.000000E+00
   69      0.0000    115.2482    0.000000E+00
   70      0.0000    117.9663    0.000000E+00
   71      0.0000    120.7951    0.000000E+00
   72      0.0000    123.7515    0.000000E+00
   73      0.0000    126.8571    0.000000E+00
   74      0.0000    130.1399    0.000000E+00
   75      0.0000    133.6378    0.000000E+00
   76      0.0000    137.4040    0.000000E+00
   77      0.0000    141.5174    0.000000E+00
   78      0.0000    146.1045    0.000000E+00
   79      0.0000    151.3925    0.000000E+00
   80      0.0000    157.8791    0.000000E+00
   81      0.0000    167.2825    0.000000E+00
