 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    6    203.6676      6.2891    1.961416E+01
    7      2.7883     11.5079    3.098383E-01
    8     49.1829     15.4636    6.193946E+00
    9      1.1003     18.9696    1.548706E-01
   10     20.4568     22.2455    3.182448E+00
   11      0.5005     25.3864    8.527786E-02
   12     10.3933     28.4430    1.924854E+00
   13      0.2638     31.4458    5.276464E-02
   14      6.0320     34.4151    1.295877E+00
   15      0.1631     37.3652    3.745588E-02
   16      3.9138     40.3070    9.567907E-01
   17      0.1108     43.2490    2.872845E-02
   18      2.7644     46.1982    7.577169E-01
   19      0.0812     49.1610    2.345984E-02
   20      2.0477     52.1430    6.219487E-01
   21      0.0636     55.1494    2.025956E-02
   22      1.6695     58.1854    5.565489E-01
   23      0.0520     61.2562    1.810529E-02
   24      1.3354     64.3671    4.847433E-01
   25      0.0433     67.5237    1.635921E-02
   26      1.1189     70.7321    4.393104E-01
   27      0.0360     73.9987    1.466796E-02
   28      0.9829     77.3309    4.150387E-01
   29      0.0294     80.7369    1.285002E-02
   30      0.8438     84.2260    3.813061E-01
   31      0.0236     87.8090    1.101430E-02
   32      0.7162     91.4989    3.448673E-01
   33      0.0186     95.3107    9.231922E-03
   34      0.6667     99.2631    3.407877E-01
   35      0.0141    103.3791    7.416207E-03
   36      0.5902    107.6877    3.191732E-01
   37      0.0103    112.2270    5.722725E-03
   38      0.4572    117.0480    2.607962E-01
   39      0.0073    122.2225    4.272227E-03
   40      0.3987    127.8570    2.392410E-01
   41      0.0048    134.1221    2.951370E-03
   42      0.4387    141.3246    2.762428E-01
   43      0.0026    150.1371    1.675703E-03
   44      0.7198    162.8920    4.745765E-01
