 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    7     75.2764      9.0974    1.078944E+01
    8      0.1869     16.5673    3.036037E-02
    9     28.9422     22.1905    5.254531E+00
   10      0.1632     27.1564    3.274826E-02
   11     17.1140     31.7908    3.761215E+00
   12      0.1326     36.2374    3.167615E-02
   13     11.3359     40.5751    2.924614E+00
   14      0.1069     44.8531    2.962269E-02
   15      7.9474     49.1058    2.354158E+00
   16      0.0858     53.3595    2.705515E-02
   17      5.8356     57.6354    1.951652E+00
   18      0.0686     61.9527    2.425351E-02
   19      4.4020     66.3293    1.640452E+00
   20      0.0541     70.7834    2.119483E-02
   21      3.4489     75.3339    1.417091E+00
   22      0.0420     80.0021    1.805970E-02
   23      2.7656     84.8120    1.242041E+00
   24      0.0320     89.7928    1.498286E-02
   25      2.3093     94.9799    1.125380E+00
   26      0.0238    100.4191    1.205318E-02
   27      2.0162    106.1709    1.059608E+00
   28      0.0170    112.3199    9.259181E-03
   29      1.8528    118.9907    1.044550E+00
   30      0.0114    126.3827    6.644824E-03
   31      1.9671    134.8538    1.184175E+00
   32      0.0063    145.1893    3.912936E-03
   33      3.1337    160.1190    2.006231E+00
