 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   15     19.6168     15.6161    4.692367E+00
   16      0.0283     28.0144    7.206136E-03
   17      8.2134     37.1026    2.218161E+00
   18      0.0295     44.9870    8.422205E-03
   19      5.1696     52.2685    1.555692E+00
   20      0.0261     59.2269    8.257079E-03
   21      3.7310     66.0272    1.237929E+00
   22      0.0216     72.7856    7.500122E-03
   23      2.8567     79.5965    1.036011E+00
   24      0.0170     86.5491    6.427574E-03
   25      2.3464     93.7389    9.233669E-01
   26      0.0127    101.2814    5.193757E-03
   27      2.1064    109.3332    8.939343E-01
   28      0.0087    118.1324    3.826451E-03
   29      2.1333    128.0957    9.711941E-01
   30      0.0049    140.1263    2.306365E-03
   31      3.3680    157.3625    1.637249E+00
