 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    4    775.7897      2.9044    3.534934E+01
    5     50.5808      5.4363    2.816911E+00
    6    180.8378      7.4112    1.190220E+01
    7     20.7399      9.1960    1.575044E+00
    8     66.1550     10.8857    5.693855E+00
    9     10.4417     12.5196    1.004430E+00
   10     30.6056     14.1181    3.253981E+00
   11      6.1935     15.6928    7.212051E-01
   12     16.3771     17.2512    2.072869E+00
   13      4.1028     18.7983    5.608399E-01
   14      9.6123     20.3375    1.411303E+00
   15      2.8917     21.8716    4.538473E-01
   16      6.4024     23.4023    1.069674E+00
   17      2.1073     24.9314    3.734128E-01
   18      4.6656     26.4601    8.739851E-01
   19      1.5275     27.9894    3.016065E-01
   20      3.5205     29.5204    7.307739E-01
   21      1.2020     31.0537    2.616783E-01
   22      2.6241     32.5901    5.978438E-01
   23      1.1114     34.1303    2.644619E-01
   24      2.1283     35.6748    5.279876E-01
   25      0.9628     37.2243    2.486000E-01
   26      1.7295     38.7794    4.640783E-01
   27      0.6531     40.3405    1.818600E-01
   28      1.3162     41.9081    3.798320E-01
   29      0.3676     43.4830    1.098051E-01
   30      1.1368     45.0654    3.510821E-01
   31      0.2033     46.6561    6.484444E-02
   32      1.0106     48.2555    3.325734E-01
   33      0.1211     49.8642    4.107842E-02
   34      0.6989     51.4827    2.441512E-01
   35      0.0816     53.1117    2.933211E-02
   36      0.4459     54.7517    1.647992E-01
   37      0.0633     56.4034    2.403587E-02
   38      0.3524     58.0674    1.373793E-01
   39      0.0517     59.7445    2.067819E-02
   40      0.2949     61.4354    1.209357E-01
   41      0.0397     63.1408    1.668259E-02
   42      0.2392     64.8615    1.029378E-01
   43      0.0277     66.5985    1.220096E-02
   44      0.1710     68.3525    7.705147E-02
   45      0.0185     70.1247    8.523303E-03
   46      0.1238     71.9160    5.829058E-02
   47      0.0114     73.7275    5.483063E-03
   48      0.1093     75.5605    5.367681E-02
   49      0.0058     77.4162    2.907087E-03
   50      0.0752     79.2961    3.845334E-02
   51      0.0023     81.2017    1.199388E-03
   52      0.0309     83.1346    1.642641E-02
   53      0.0008     85.0966    4.333797E-04
   54      0.0099     87.0898    5.463318E-03
   55      0.0003     89.1162    1.685928E-04
   56      0.0040     91.1784    2.288407E-03
   57      0.0001     93.2790    5.822274E-05
   58      0.0011     95.4210    6.515884E-04
   59      0.0000     97.6078    0.000000E+00
   60      0.0001     99.8431    6.126045E-05
   61      0.0000    102.1314    0.000000E+00
   62      0.0001    104.4775    6.328559E-05
   63      0.0000    106.8872    0.000000E+00
   64      0.0001    109.3671    6.531073E-05
   65      0.0000    111.9251    0.000000E+00
   66      0.0000    114.5703    0.000000E+00
   67      0.0000    117.3142    0.000000E+00
   68      0.0000    120.1702    0.000000E+00
   69      0.0000    123.1557    0.000000E+00
   70      0.0000    126.2922    0.000000E+00
   71      0.0000    129.6081    0.000000E+00
   72      0.0000    133.1417    0.000000E+00
   73      0.0000    136.9468    0.000000E+00
   74      0.0000    141.1032    0.000000E+00
   75      0.0000    145.7387    0.000000E+00
   76      0.0000    151.0831    0.000000E+00
   77      0.0000    157.6394    0.000000E+00
   78      0.0000    167.1451    0.000000E+00
