 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   24      8.0934      9.6166    1.136811E+00
   25      0.2692     16.9688    3.935557E-02
   26      3.7499     22.2107    5.697136E-01
   27      0.1892     26.6252    2.982942E-02
   28      2.4533     30.5782    4.008543E-01
   29      0.1230     34.2353    2.080262E-02
   30      1.5895     37.6879    2.779402E-01
   31      0.0763     40.9928    1.377927E-02
   32      1.1446     44.1883    2.132692E-01
   33      0.0497     47.3020    9.545357E-03
   34      0.8310     50.3545    1.643657E-01
   35      0.0363     53.3620    7.387985E-03
   36      0.5237     56.3374    1.095889E-01
   37      0.0289     59.2919    6.213268E-03
   38      0.3635     62.2348    8.023358E-02
   39      0.0229     65.1747    5.185893E-03
   40      0.2899     68.1191    6.731227E-02
   41      0.0166     71.0753    3.949546E-03
   42      0.2381     74.0504    5.801487E-02
   43      0.0112     77.0513    2.793176E-03
   44      0.1994     80.0850    5.087169E-02
   45      0.0074     83.1589    1.930341E-03
   46      0.1433     86.2809    3.820236E-02
   47      0.0049     89.4594    1.334384E-03
   48      0.1099     92.7039    3.055839E-02
   49      0.0030     96.0251    8.513683E-04
   50      0.1025     99.4352    2.967606E-02
   51      0.0014    102.9487    4.133579E-04
   52      0.0709    106.5831    2.134010E-02
   53      0.0005    110.3597    1.533609E-04
   54      0.0301    114.3052    9.404896E-03
   55      0.0002    118.4546    6.363763E-05
   56      0.0104    122.8545    3.368781E-03
   57      0.0001    127.5700    3.296544E-05
   58      0.0044    132.6980    1.475705E-03
   59      0.0000    138.3929    0.000000E+00
   60      0.0014    144.9327    4.855952E-04
   61      0.0000    152.9260    0.000000E+00
   62      0.0004    164.4806    1.433280E-04
