 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   16     21.0054      6.6197    1.808863E+00
   17      2.5972     11.7293    2.372106E-01
   18      7.3187     15.4058    7.066370E-01
   19      1.7087     18.5256    1.738966E-01
   20      4.3800     21.3366    4.686177E-01
   21      1.1943     23.9500    1.340117E-01
   22      3.0016     26.4266    3.524731E-01
   23      0.8710     28.8039    1.068259E-01
   24      2.3839     31.1067    3.048209E-01
   25      0.6266     33.3526    8.339140E-02
   26      2.0714     35.5544    2.864841E-01
   27      0.4129     37.7221    5.926090E-02
   28      1.6540     39.8633    2.460204E-01
   29      0.2444     41.9843    3.762824E-02
   30      1.3250     44.0904    2.109145E-01
   31      0.1373     46.1857    2.257209E-02
   32      1.1517     48.2742    1.953500E-01
   33      0.0830     50.3591    1.451154E-02
   34      0.8353     52.4434    1.504015E-01
   35      0.0603     54.5297    1.117214E-02
   36      0.5050     56.6207    9.619997E-02
   37      0.0493     58.7186    9.648701E-03
   38      0.3612     60.8256    7.257702E-02
   39      0.0397     62.9441    8.184239E-03
   40      0.2879     65.0761    6.085375E-02
   41      0.0294     67.2238    6.367751E-03
   42      0.2345     69.3894    5.201426E-02
   43      0.0199     71.5751    4.517863E-03
   44      0.1859     73.7833    4.317477E-02
   45      0.0131     76.0164    3.110809E-03
   46      0.1298     78.2769    3.150056E-02
   47      0.0084     80.5676    2.082397E-03
   48      0.1087     82.8915    2.751452E-02
   49      0.0047     85.2517    1.214210E-03
   50      0.0929     87.6519    2.448487E-02
   51      0.0021     90.0958    5.644392E-04
   52      0.0511     92.5879    1.400138E-02
   53      0.0008     95.1329    2.233749E-04
   54      0.0178     97.7366    5.062991E-03
   55      0.0003    100.4051    8.689703E-05
   56      0.0063    103.1458    1.857718E-03
   57      0.0001    105.9674    3.000948E-05
   58      0.0023    108.8799    7.022219E-04
   59      0.0000    111.8957    0.000000E+00
   60      0.0004    115.0296    1.263008E-04
   61      0.0000    118.3002    0.000000E+00
   62      0.0001    121.7310    3.261900E-05
   63      0.0000    125.3527    0.000000E+00
   64      0.0001    129.2068    3.366281E-05
   65      0.0000    133.3513    0.000000E+00
   66      0.0001    137.8726    3.470662E-05
   67      0.0000    142.9088    0.000000E+00
   68      0.0000    148.7083    0.000000E+00
   69      0.0000    155.8151    0.000000E+00
   70      0.0000    166.1098    0.000000E+00
