 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   15     40.8120      7.1250    4.194452E+00
   16      2.0053     12.6464    2.193911E-01
   17     16.9539     16.6309    1.967267E+00
   18      1.1946     20.0217    1.465379E-01
   19     10.8077     23.0850    1.397409E+00
   20      0.7609     25.9401    1.034278E-01
   21      7.0225     28.6523    1.001119E+00
   22      0.4811     31.2617    7.177506E-02
   23      4.6133     33.7950    7.188450E-01
   24      0.3215     36.2712    5.222792E-02
   25      3.4069     38.7041    5.760434E-01
   26      0.2382     41.1046    4.185461E-02
   27      2.6045     43.4810    4.749115E-01
   28      0.1807     45.8402    3.414748E-02
   29      2.0225     48.1881    3.956090E-01
   30      0.1300     50.5297    2.629050E-02
   31      1.5819     52.8693    3.304040E-01
   32      0.0924     55.2107    1.991182E-02
   33      1.2607     57.5577    2.800349E-01
   34      0.0692     59.9135    1.583000E-02
   35      1.0386     62.2813    2.444738E-01
   36      0.0532     64.6644    1.287538E-02
   37      0.8695     67.0657    2.162004E-01
   38      0.0398     69.4883    1.016013E-02
   39      0.7444     71.9355    1.949661E-01
   40      0.0280     74.4106    7.519150E-03
   41      0.6048     76.9169    1.664238E-01
   42      0.0184     79.4583    5.185163E-03
   43      0.4198     82.0386    1.210842E-01
   44      0.0118     84.6623    3.481751E-03
   45      0.2669     87.3340    8.052220E-02
   46      0.0077     90.0592    2.374102E-03
   47      0.1820     92.8438    5.732191E-02
   48      0.0048     95.6947    1.543614E-03
   49      0.1189     98.6197    3.902498E-02
   50      0.0028    101.6280    9.375730E-04
   51      0.0735    104.7304    2.509864E-02
   52      0.0016    107.9399    5.569740E-04
   53      0.0540    111.2724    1.915593E-02
   54      0.0007    114.7473    2.529590E-04
   55      0.0356    118.3897    1.310083E-02
   56      0.0002    122.2320    7.492627E-05
   57      0.0142    126.3180    5.413920E-03
   58      0.0000    130.7089    0.000000E+00
   59      0.0029    135.4959    1.144118E-03
   60      0.0000    140.8247    0.000000E+00
   61      0.0004    146.9577    1.631138E-04
   62      0.0000    154.4691    0.000000E+00
   63      0.0002    165.3459    8.420917E-05
