 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   27     12.0535      8.6269    1.493329E+00
   28      0.6489     15.1849    8.331676E-02
   29      5.5041     19.8403    7.315063E-01
   30      0.1737     23.7436    2.386763E-02
   31      3.6450     27.2237    5.172706E-01
   32      0.0957     30.4292    1.401216E-02
   33      2.7072     33.4423    4.085779E-01
   34      0.0708     36.3140    1.100429E-02
   35      2.1267     39.0785    3.401295E-01
   36      0.0563     41.7601    9.257868E-03
   37      1.7048     44.3770    2.880145E-01
   38      0.0433     46.9431    7.510318E-03
   39      1.2742     49.4695    2.267485E-01
   40      0.0313     51.9654    5.710960E-03
   41      0.8241     54.4383    1.540770E-01
   42      0.0213     56.8947    4.078291E-03
   43      0.4633     59.3404    9.079486E-02
   44      0.0137     61.7806    2.746568E-03
   45      0.2279     64.2198    4.671598E-02
   46      0.0083     66.6624    1.738765E-03
   47      0.1019     69.1125    2.180608E-02
   48      0.0049     71.5742    1.070650E-03
   49      0.0570     74.0514    1.271129E-02
   50      0.0027     76.5479    6.142779E-04
   51      0.0413     79.0679    9.582239E-03
   52      0.0012     81.6154    2.838248E-04
   53      0.0231     84.1949    5.567696E-03
   54      0.0003     86.8110    7.365928E-05
   55      0.0077     89.4688    1.925278E-03
   56      0.0001     92.1737    2.545412E-05
   57      0.0014     94.9320    3.626650E-04
   58      0.0000     97.7505    0.000000E+00
   59      0.0002    100.6371    5.361134E-05
   60      0.0000    103.6011    0.000000E+00
   61      0.0001    106.6531    2.770670E-05
   62      0.0000    109.8058    0.000000E+00
   63      0.0000    113.0749    0.000000E+00
   64      0.0000    116.4795    0.000000E+00
   65      0.0000    120.0440    0.000000E+00
   66      0.0000    123.7999    0.000000E+00
   67      0.0000    127.7898    0.000000E+00
   68      0.0000    132.0733    0.000000E+00
   69      0.0000    136.7390    0.000000E+00
   70      0.0000    141.9283    0.000000E+00
   71      0.0000    147.8959    0.000000E+00
   72      0.0000    155.1990    0.000000E+00
   73      0.0000    165.7661    0.000000E+00
