 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   10     36.1035     11.4905    6.228996E+00
   11      0.1080     20.7048    2.040803E-02
   12     10.9609     27.5235    2.251312E+00
   13      0.0716     33.4696    1.588277E-02
   14      5.4396     38.9689    1.296028E+00
   15      0.0475     44.2135    1.209775E-02
   16      3.2588     49.3108    8.835296E-01
   17      0.0333     54.3300    9.575506E-03
   18      2.2551     59.3211    6.855150E-01
   19      0.0245     64.3236    7.850189E-03
   20      1.6674     69.3720    5.616595E-01
   21      0.0187     74.4986    6.606318E-03
   22      1.3912     79.7366    5.143414E-01
   23      0.0145     85.1218    5.599062E-03
   24      1.2008     90.6961    4.834106E-01
   25      0.0113     96.5104    4.734761E-03
   26      1.0892    102.6308    4.742780E-01
   27      0.0085    109.1476    3.840883E-03
   28      1.0975    116.1923    5.139594E-01
   29      0.0060    123.9742    2.908390E-03
   30      1.1981    132.8672    6.004438E-01
   31      0.0035    143.6908    1.811582E-03
   32      1.8711    159.2952    9.992170E-01
