 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   32      2.4586     17.3461    6.468423E-01
   33      0.0120     30.8528    3.254268E-03
   34      1.1728     40.5761    3.275445E-01
   35      0.0094     48.8762    2.701366E-03
   36      0.6862     56.4322    2.027546E-01
   37      0.0065     63.5607    1.973203E-03
   38      0.3941     70.4479    1.228271E-01
   39      0.0045     77.2223    1.438921E-03
   40      0.2922     83.9864    9.579932E-02
   41      0.0030     90.8337    1.007852E-03
   42      0.2442     97.8613    8.401596E-02
   43      0.0021    105.1835    7.394959E-04
   44      0.2181    112.9518    7.856749E-02
   45      0.0013    121.3935    4.788307E-04
   46      0.2136    130.9028    8.040469E-02
   47      0.0006    142.3310    2.307130E-04
   48      0.2836    158.6290    1.113461E-01
