 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   17     36.2548      6.2011    3.130573E+00
   18      2.0849     10.9715    1.903169E-01
   19     14.6085     14.3950    1.405596E+00
   20      1.4291     17.2930    1.445562E-01
   21      8.8624     19.8981    9.401781E-01
   22      1.2200     22.3149    1.354449E-01
   23      6.0030     24.6006    6.960758E-01
   24      1.0497     26.7902    1.268971E-01
   25      4.4588     28.9072    5.610202E-01
   26      0.8337     30.9681    1.090124E-01
   27      3.5290     32.9850    4.788557E-01
   28      0.6413     34.9670    9.018337E-02
   29      2.7573     36.9213    4.013529E-01
   30      0.4760     38.8537    7.163531E-02
   31      2.2216     40.7690    3.453001E-01
   32      0.3364     42.6711    5.394605E-02
   33      1.8106     44.5635    2.992869E-01
   34      0.2274     46.4490    3.871060E-02
   35      1.3016     48.3302    2.279955E-01
   36      0.1475     50.2094    2.656472E-02
   37      0.8783     52.0888    1.625154E-01
   38      0.0881     53.9703    1.673620E-02
   39      0.6273     55.8556    1.222623E-01
   40      0.0459     57.7466    9.172507E-03
   41      0.4632     59.6448    9.484992E-02
   42      0.0226     61.5519    4.739338E-03
   43      0.3573     63.4693    7.669068E-02
   44      0.0128     65.3988    2.810544E-03
   45      0.2591     67.3418    5.817001E-02
   46      0.0081     69.3000    1.858482E-03
   47      0.1523     71.2749    3.569553E-02
   48      0.0051     73.2684    1.220484E-03
   49      0.0859     75.2821    2.098064E-02
   50      0.0031     77.3179    7.724554E-04
   51      0.0557     79.3778    1.415412E-02
   52      0.0015     81.4639    3.885715E-04
   53      0.0292     83.5785    7.708271E-03
   54      0.0005     85.7240    1.344581E-04
   55      0.0090     87.9031    2.464653E-03
   56      0.0001     90.1187    2.787846E-05
   57      0.0014     92.3740    3.972064E-04
   58      0.0000     94.6728    0.000000E+00
   59      0.0002     97.0189    5.871747E-05
   60      0.0000     99.4171    0.000000E+00
   61      0.0001    101.8724    3.034558E-05
   62      0.0000    104.3910    0.000000E+00
   63      0.0001    106.9796    3.133243E-05
   64      0.0000    109.6465    0.000000E+00
   65      0.0000    112.4012    0.000000E+00
   66      0.0000    115.2555    0.000000E+00
   67      0.0000    118.2234    0.000000E+00
   68      0.0000    121.3227    0.000000E+00
   69      0.0000    124.5756    0.000000E+00
   70      0.0000    128.0115    0.000000E+00
   71      0.0000    131.6698    0.000000E+00
   72      0.0000    135.6059    0.000000E+00
   73      0.0000    139.9019    0.000000E+00
   74      0.0000    144.6894    0.000000E+00
   75      0.0000    150.2050    0.000000E+00
   76      0.0000    156.9668    0.000000E+00
   77      0.0000    166.7646    0.000000E+00
