 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   29      9.7436      9.3444    1.318182E+00
   30      0.2924     16.4453    4.089886E-02
   31      4.3370     21.4824    6.265186E-01
   32      0.0850     25.7039    1.266882E-02
   33      2.9211     29.4664    4.487715E-01
   34      0.0572     32.9317    9.050012E-03
   35      2.1902     36.1890    3.565711E-01
   36      0.0458     39.2940    7.666416E-03
   37      1.7133     42.2841    2.946447E-01
   38      0.0359     45.1860    6.338539E-03
   39      1.2733     48.0196    2.306545E-01
   40      0.0263     50.8004    4.884778E-03
   41      0.8262     53.5409    1.572415E-01
   42      0.0180     56.2511    3.508290E-03
   43      0.4664     58.9399    9.304260E-02
   44      0.0117     61.6146    2.387701E-03
   45      0.2314     64.2821    4.828461E-02
   46      0.0071     66.9484    1.514068E-03
   47      0.1035     69.6192    2.254592E-02
   48      0.0043     72.2999    9.564102E-04
   49      0.0557     74.9958    1.264429E-02
   50      0.0024     77.7121    5.558232E-04
   51      0.0402     80.4541    9.494395E-03
   52      0.0010     83.2274    2.407650E-04
   53      0.0237     86.0378    5.814818E-03
   54      0.0003     88.8914    7.498109E-05
   55      0.0084     91.7951    2.137993E-03
   56      0.0001     94.7563    2.591090E-05
   57      0.0016     97.7837    4.219120E-04
   58      0.0000    100.8868    0.000000E+00
   59      0.0002    104.0771    5.457340E-05
   60      0.0000    107.3679    0.000000E+00
   61      0.0001    110.7755    2.820390E-05
   62      0.0000    114.3198    0.000000E+00
   63      0.0000    118.0260    0.000000E+00
   64      0.0000    121.9268    0.000000E+00
   65      0.0000    126.0663    0.000000E+00
   66      0.0000    130.5060    0.000000E+00
   67      0.0000    135.3372    0.000000E+00
   68      0.0000    140.7060    0.000000E+00
   69      0.0000    146.8746    0.000000E+00
   70      0.0000    154.4181    0.000000E+00
   71      0.0000    165.3259    0.000000E+00
