 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   33      3.4300     18.7313    9.706816E-01
   34      0.0093     33.4006    2.710441E-03
   35      1.5042     43.9991    4.510990E-01
   36      0.0080     53.0901    2.466725E-03
   37      1.0099     61.4147    3.199245E-01
   38      0.0059     69.3244    1.918892E-03
   39      0.7698     77.0333    2.568697E-01
   40      0.0040     84.6987    1.368526E-03
   41      0.6321     92.4586    2.216010E-01
   42      0.0024    100.4564    8.616642E-04
   43      0.5120    108.8673    1.881469E-01
   44      0.0013    117.9414    4.886988E-04
   45      0.4057    128.1016    1.559388E-01
   46      0.0006    140.2505    2.356905E-04
   47      0.4798    157.5085    1.925270E-01
