 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    7    169.9661      3.4554    8.705120E+00
    8     14.9226      6.2675    8.661929E-01
    9     66.0230      8.3719    4.283217E+00
   10      9.0086     10.2163    6.459484E-01
   11     35.4896     11.9229    2.787085E+00
   12      8.2932     13.5446    7.079187E-01
   13     21.9064     15.1095    2.019556E+00
   14      7.0136     16.6344    6.944807E-01
   15     16.0269     18.1301    1.696416E+00
   16      5.4752     19.6040    6.169289E-01
   17     11.6628     21.0613    1.393773E+00
   18      4.4192     22.5062    5.582987E-01
   19      8.5719     23.9415    1.141466E+00
   20      3.5466     25.3696    4.964977E-01
   21      6.8765     26.7925    1.009618E+00
   22      2.7792     28.2116    4.270252E-01
   23      5.1358     29.6284    8.241897E-01
   24      2.1846     31.0438    3.655015E-01
   25      4.0647     32.4590    7.078152E-01
   26      1.7270     33.8747    3.125283E-01
   27      3.4408     35.2917    6.461648E-01
   28      1.3409     36.7106    2.609711E-01
   29      2.7745     38.1322    5.589307E-01
   30      0.9894     39.5570    2.060739E-01
   31      2.2155     40.9855    4.765775E-01
   32      0.6873     42.4184    1.525390E-01
   33      1.4655     43.8561    3.352601E-01
   34      0.4525     45.2991    1.066078E-01
   35      0.8355     46.7478    2.025471E-01
   36      0.2782     48.2029    6.934277E-02
   37      0.6086     49.6648    1.558527E-01
   38      0.1559     51.1339    4.098812E-02
   39      0.4622     52.6107    1.246747E-01
   40      0.0810     54.0958    2.240223E-02
   41      0.3271     55.5896    9.270002E-02
   42      0.0405     57.0927    1.175426E-02
   43      0.2627     58.6056    7.803699E-02
   44      0.0205     60.1288    6.229671E-03
   45      0.1811     61.6630    5.627054E-02
   46      0.0118     63.2087    3.747021E-03
   47      0.0990     64.7666    3.211294E-02
   48      0.0074     66.3373    2.450895E-03
   49      0.0613     67.9214    2.072129E-02
   50      0.0038     69.5198    1.310467E-03
   51      0.0365     71.1332    1.283664E-02
   52      0.0013     72.7624    4.660729E-04
   53      0.0131     74.4082    4.786040E-03
   54      0.0003     76.0717    1.116526E-04
   55      0.0023     77.7538    8.717100E-04
   56      0.0001     79.4554    3.858333E-05
   57      0.0002     81.1779    7.853243E-05
   58      0.0000     82.9224    0.000000E+00
   59      0.0000     84.6903    0.000000E+00
   60      0.0000     86.4829    0.000000E+00
   61      0.0000     88.3019    0.000000E+00
   62      0.0000     90.1489    0.000000E+00
   63      0.0000     92.0260    0.000000E+00
   64      0.0000     93.9350    0.000000E+00
   65      0.0000     95.8784    0.000000E+00
   66      0.0000     97.8587    0.000000E+00
   67      0.0000     99.8787    0.000000E+00
   68      0.0000    101.9416    0.000000E+00
   69      0.0000    104.0511    0.000000E+00
   70      0.0000    106.2112    0.000000E+00
   71      0.0000    108.4267    0.000000E+00
   72      0.0000    110.7029    0.000000E+00
   73      0.0000    113.0463    0.000000E+00
   74      0.0000    115.4641    0.000000E+00
   75      0.0000    117.9654    0.000000E+00
   76      0.0000    120.5606    0.000000E+00
   77      0.0000    123.2628    0.000000E+00
   78      0.0000    126.0883    0.000000E+00
   79      0.0000    129.0577    0.000000E+00
   80      0.0000    132.1979    0.000000E+00
   81      0.0000    135.5453    0.000000E+00
   82      0.0000    139.1509    0.000000E+00
   83      0.0000    143.0905    0.000000E+00
   84      0.0000    147.4855    0.000000E+00
   85      0.0000    152.5541    0.000000E+00
   86      0.0000    158.7735    0.000000E+00
   87      0.0000    167.7921    0.000000E+00
