 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    2   1410.4527      7.0706    1.715024E+02
    3      6.6182     14.1887    1.126626E+00
    4    173.8399     20.1226    3.804817E+01
    5      1.8858     25.7379    5.044639E-01
    6     52.5443     31.2417    1.661157E+01
    7      0.4584     36.7216    1.672159E-01
    8     21.3940     42.2277    8.844692E+00
    9      0.1464     47.7958    6.764512E-02
   10     10.3826     53.4562    5.302335E+00
   11      0.0629     59.2385    3.518198E-02
   12      5.7431     65.1743    3.491630E+00
   13      0.0325     71.2996    2.133973E-02
   14      3.5804     77.6580    2.525058E+00
   15      0.0188     84.3046    1.417299E-02
   16      2.5204     91.3123    2.022671E+00
   17      0.0115     98.7820    9.788309E-03
   18      2.0713    106.8630    1.863745E+00
   19      0.0071    115.7934    6.733870E-03
   20      1.9719    126.0013    1.966122E+00
   21      0.0038    138.4272    3.973689E-03
   22      3.0490    156.3563    3.336658E+00
