 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   13     20.7128     18.2185    5.854088E+00
   14      0.0183     32.9597    5.555277E-03
   15      8.7507     43.9192    2.839626E+00
   16      0.0186     53.5822    6.425154E-03
   17      5.7066     62.6707    2.090750E+00
   18      0.0159     71.5411    6.158224E-03
   19      4.2231     80.4315    1.724061E+00
   20      0.0124     89.5465    5.321844E-03
   21      3.4968     99.1089    1.573968E+00
   22      0.0088    109.4179    4.145260E-03
   23      3.3062    120.9650    1.626611E+00
   24      0.0051    134.7882    2.615911E-03
   25      4.8165    154.4724    2.571333E+00
