 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   10     24.3260     17.3860    6.491373E+00
   11      0.0281     31.6360    8.212601E-03
   12      7.6738     42.3431    2.437794E+00
   13      0.0187     51.8664    6.415816E-03
   14      3.9988     60.8884    1.473582E+00
   15      0.0121     69.7466    4.766434E-03
   16      2.5697     78.6690    1.077564E+00
   17      0.0079     87.8553    3.513514E-03
   18      1.9987     97.5265    9.397144E-01
   19      0.0050    107.9838    2.477885E-03
   20      1.8318    119.7271    9.543517E-01
   21      0.0028    133.8160    1.529935E-03
   22      2.7671    153.9195    1.582282E+00
