 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    1    301.5191      8.2132    4.679143E+01
    2      0.0878     18.4674    2.270883E-02
    3     54.4837     27.5454    1.972854E+01
    4      0.0424     36.4702    1.973961E-02
    5     24.8155     45.4872    1.412037E+01
    6      0.0285     54.7356    1.916543E-02
    7     15.2337     64.3411    1.182026E+01
    8      0.0186     74.4514    1.635657E-02
    9     11.1828     85.2689    1.099093E+01
   10      0.0112     97.1067    1.216655E-02
   11      9.7331    110.5200    1.158002E+01
   12      0.0059    126.7246    7.629960E-03
   13     13.2190    150.0000    1.846259E+01
