 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   25     12.9074     10.0745    1.863227E+00
   26      0.2639     17.7757    3.958878E-02
   27      5.3854     23.2641    8.383734E-01
   28      0.1835     27.8853    2.960518E-02
   29      3.3548     32.0232    5.602417E-01
   30      0.1270     35.8514    2.192756E-02
   31      2.1154     39.4661    3.772158E-01
   32      0.0881     42.9272    1.620862E-02
   33      1.4922     46.2751    2.829819E-01
   34      0.0603     49.5391    1.177669E-02
   35      1.2279     52.7411    2.467619E-01
   36      0.0401     55.8982    8.285602E-03
   37      1.0199     59.0248    2.165089E-01
   38      0.0267     62.1326    5.819140E-03
   39      0.8433     65.2320    1.885671E-01
   40      0.0183     68.3326    4.195589E-03
   41      0.6478     71.4430    1.521864E-01
   42      0.0127     74.5715    3.055480E-03
   43      0.4176     77.7264    1.028340E-01
   44      0.0086     80.9161    2.166433E-03
   45      0.2566     84.1492    6.609291E-02
   46      0.0055     87.4349    1.447780E-03
   47      0.1771     90.7835    4.762105E-02
   48      0.0032     94.2062    8.785744E-04
   49      0.1146     97.7159    3.211269E-02
   50      0.0018    101.3276    5.145774E-04
   51      0.0715    105.0594    2.084491E-02
   52      0.0010    108.9331    2.971982E-04
   53      0.0532    112.9764    1.611210E-02
   54      0.0004    117.2248    1.234080E-04
   55      0.0338    121.7259    1.061931E-02
   56      0.0001    126.5463    3.198418E-05
   57      0.0130    131.7847    4.231536E-03
   58      0.0000    137.5984    0.000000E+00
   59      0.0027    144.2704    9.094264E-04
   60      0.0000    152.4208    0.000000E+00
   61      0.0005    164.1971    1.740732E-04
