 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   22     10.5138      7.9502    1.178599E+00
   23      0.4720     14.0240    5.526290E-02
   24      4.4851     18.3552    5.474721E-01
   25      0.3147     22.0018    3.998165E-02
   26      2.8277     25.2649    3.733387E-01
   27      0.2453     28.2806    3.360888E-02
   28      1.9379     31.1236    2.751693E-01
   29      0.1990     33.8404    2.924818E-02
   30      1.5457     36.4619    2.348815E-01
   31      0.1617     39.0102    2.537724E-02
   32      1.3082     41.5016    2.118270E-01
   33      0.1281     43.9485    2.138049E-02
   34      1.0009     46.3611    1.720416E-01
   35      0.0991     48.7473    1.752774E-02
   36      0.7441     51.1140    1.353156E-01
   37      0.0735     53.4669    1.373227E-02
   38      0.6163     55.8111    1.182161E-01
   39      0.0511     58.1511    1.005638E-02
   40      0.5324     60.4910    1.074278E-01
   41      0.0341     62.8345    7.050603E-03
   42      0.4053     65.1852    8.582016E-02
   43      0.0224     67.5466    4.854685E-03
   44      0.2331     69.9220    5.168043E-02
   45      0.0138     72.3147    3.128342E-03
   46      0.1271     74.7280    2.944573E-02
   47      0.0078     77.1655    1.845916E-03
   48      0.1140     79.6308    2.754675E-02
   49      0.0040     82.1275    9.864816E-04
   50      0.0937     84.6598    2.357517E-02
   51      0.0018     87.2321    4.618528E-04
   52      0.0451     89.8491    1.179668E-02
   53      0.0007     92.5161    1.865845E-04
   54      0.0141     95.2391    3.828595E-03
   55      0.0003     98.0249    8.295414E-05
   56      0.0048    100.8811    1.351181E-03
   57      0.0001    103.8167    2.864782E-05
   58      0.0016    106.8425    4.663368E-04
   59      0.0000    109.9709    0.000000E+00
   60      0.0003    113.2176    9.042748E-05
   61      0.0000    116.6015    0.000000E+00
   62      0.0001    120.1469    3.113894E-05
   63      0.0000    123.8853    0.000000E+00
   64      0.0001    127.8593    3.213539E-05
   65      0.0000    132.1285    0.000000E+00
   66      0.0001    136.7812    3.313183E-05
   67      0.0000    141.9590    0.000000E+00
   68      0.0000    147.9164    0.000000E+00
   69      0.0000    155.2108    0.000000E+00
   70      0.0000    165.7699    0.000000E+00
