 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   32      3.7575     12.4362    6.793343E-01
   33      0.0242     21.9422    4.509842E-03
   34      1.6194     28.7053    3.107953E-01
   35      0.0252     34.3955    4.976570E-03
   36      0.9457     39.4904    1.920204E-01
   37      0.0215     44.2075    4.485087E-03
   38      0.6602     48.6678    1.413961E-01
   39      0.0164     52.9477    3.603646E-03
   40      0.5269     57.0996    1.187092E-01
   41      0.0116     61.1622    2.677980E-03
   42      0.4047     65.1654    9.568047E-02
   43      0.0077     69.1340    1.863293E-03
   44      0.2574     73.0892    6.371912E-02
   45      0.0048     77.0501    1.214937E-03
   46      0.1485     81.0350    3.841321E-02
   47      0.0028     85.0620    7.398656E-04
   48      0.1246     89.1496    3.361716E-02
   49      0.0015     93.3181    4.130453E-04
   50      0.1147     97.5901    3.222226E-02
   51      0.0008    101.9919    2.291914E-04
   52      0.0692    106.5557    2.021001E-02
   53      0.0003    111.3217    8.928453E-05
   54      0.0260    116.3431    7.882628E-03
   55      0.0001    121.6932    3.087409E-05
   56      0.0088    127.4797    2.765873E-03
   57      0.0000    133.8739    0.000000E+00
   58      0.0039    141.1829    1.269175E-03
   59      0.0000    150.0789    0.000000E+00
   60      0.0018    162.8934    6.057997E-04
