 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   24      3.7668     15.6452    9.034913E-01
   25      0.0105     27.8372    2.621288E-03
   26      1.7400     36.6345    4.514196E-01
   27      0.0108     44.1522    2.907648E-03
   28      1.2333     50.9957    3.441113E-01
   29      0.0097     57.4443    2.801426E-03
   30      0.9303     63.6590    2.777846E-01
   31      0.0084     69.7475    2.590450E-03
   32      0.7318     75.7911    2.328419E-01
   33      0.0070     81.8590    2.295769E-03
   34      0.6547     88.0163    2.211295E-01
   35      0.0055     94.3314    1.911509E-03
   36      0.5608    100.8836    2.003947E-01
   37      0.0040    107.7731    1.468509E-03
   38      0.4198    115.1400    1.582299E-01
   39      0.0028    123.1998    1.082781E-03
   40      0.3828    132.3328    1.517792E-01
   41      0.0015    143.3655    6.094312E-04
   42      0.6010    159.1681    2.500626E-01
