 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    2   3005.9850      2.9483    1.519666E+02
    3     72.2775      5.9000    5.115552E+00
    4    363.4375      8.3479    3.307224E+01
    5     22.0298     10.6476    2.450161E+00
    6    109.4985     12.8810    1.439272E+01
    7      7.1250     15.0799    1.080606E+00
    8     44.2138     17.2601    7.599729E+00
    9      2.9353     19.4302    5.638940E-01
   10     20.7803     21.5960    4.412274E+00
   11      1.4775     23.7612    3.435949E-01
   12     10.7614     25.9287    2.720196E+00
   13      0.8248     28.1008    2.251665E-01
   14      6.3518     30.2794    1.862457E+00
   15      0.4502     32.4661    1.411102E-01
   16      4.0904     34.6624    1.364806E+00
   17      0.2662     36.8698    9.420359E-02
   18      2.8312     39.0897    1.059165E+00
   19      0.1749     41.3234    6.896770E-02
   20      2.0990     43.5724    8.701370E-01
   21      0.1244     45.8380    5.408542E-02
   22      1.6761     48.1217    7.626123E-01
   23      0.0979     50.4251    4.652345E-02
   24      1.3545     52.7497    6.710679E-01
   25      0.0804     55.0972    4.145888E-02
   26      1.1666     57.4695    6.251571E-01
   27      0.0656     59.8684    3.648026E-02
   28      1.0226     62.2962    5.893482E-01
   29      0.0538     64.7550    3.209413E-02
   30      0.8482     67.2472    5.231418E-01
   31      0.0447     69.7757    2.847341E-02
   32      0.7069     72.3434    4.645823E-01
   33      0.0365     74.9535    2.472629E-02
   34      0.6447     77.6097    4.497779E-01
   35      0.0287     80.3161    2.060305E-02
   36      0.5138     83.0773    3.792349E-01
   37      0.0224     85.8985    1.698637E-02
   38      0.3473     88.7857    2.703877E-01
   39      0.0175     91.7457    1.397837E-02
   40      0.2729     94.7865    2.235012E-01
   41      0.0133     97.9176    1.116146E-02
   42      0.2365    101.1500    2.032551E-01
   43      0.0097    104.4971    8.532619E-03
   44      0.2063    107.9755    1.856439E-01
   45      0.0067    111.6054    6.164638E-03
   46      0.1861    115.4130    1.749930E-01
   47      0.0044    119.4321    4.226371E-03
   48      0.1504    123.7085    1.475064E-01
   49      0.0026    128.3065    2.602555E-03
   50      0.1388    133.3217    1.417432E-01
   51      0.0013    138.9069    1.353854E-03
   52      0.1626    145.3376    1.726240E-01
   53      0.0005    153.2165    5.409351E-04
   54      0.2018    164.6311    2.224022E-01
