 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    9     95.9660      4.9496    7.135806E+00
   10      4.5564      8.8967    3.744667E-01
   11     39.3522     11.8087    3.542166E+00
   12      2.5938     14.3330    2.537748E-01
   13     23.9071     16.6485    2.526171E+00
   14      1.9089     18.8341    2.166473E-01
   15     15.6469     20.9322    1.898288E+00
   16      1.4860     22.9684    1.919132E-01
   17     10.6841     24.9595    1.463450E+00
   18      1.1466     26.9171    1.660297E-01
   19      7.6060     28.8497    1.160895E+00
   20      0.8450     30.7637    1.355853E-01
   21      5.4160     32.6641    9.114212E-01
   22      0.5900     34.5548    1.039050E-01
   23      4.2413     36.4391    7.801334E-01
   24      0.4272     38.3197    8.192177E-02
   25      3.2573     40.1990    6.501296E-01
   26      0.3327     42.0790    6.900820E-02
   27      2.3923     43.9616    5.149326E-01
   28      0.2495     45.8484    5.565670E-02
   29      1.9235     47.7410    4.441363E-01
   30      0.1766     49.6409    4.215922E-02
   31      1.5604     51.5494    3.847233E-01
   32      0.1293     53.4680    3.289152E-02
   33      1.2418     55.3979    3.256106E-01
   34      0.0971     57.3404    2.622046E-02
   35      1.0161     59.2969    2.823364E-01
   36      0.0721     61.2688    2.059824E-02
   37      0.8629     63.2574    2.532758E-01
   38      0.0534     65.2643    1.609178E-02
   39      0.7397     67.2907    2.286940E-01
   40      0.0377     69.3385    1.195084E-02
   41      0.5698     71.4092    1.850856E-01
   42      0.0248     73.5047    8.249785E-03
   43      0.3714     75.6268    1.264542E-01
   44      0.0160     77.7776    5.572910E-03
   45      0.2391     79.9593    8.515164E-02
   46      0.0103     82.1745    3.748799E-03
   47      0.1636     84.4257    6.082455E-02
   48      0.0064     86.7160    2.429538E-03
   49      0.0996     89.0486    3.858927E-02
   50      0.0038     91.4272    1.502024E-03
   51      0.0628     93.8560    2.531447E-02
   52      0.0021     96.3395    8.629400E-04
   53      0.0460     98.8833    1.926254E-02
   54      0.0008    101.4933    3.412625E-04
   55      0.0250    104.1769    1.086013E-02
   56      0.0002    106.9423    8.844646E-05
   57      0.0074    109.7996    3.330440E-03
   58      0.0000    112.7608    0.000000E+00
   59      0.0010    115.8406    4.657137E-04
   60      0.0000    119.0572    0.000000E+00
   61      0.0001    122.4339    4.813679E-05
   62      0.0000    126.0010    0.000000E+00
   63      0.0001    129.7996    4.970222E-05
   64      0.0000    133.8870    0.000000E+00
   65      0.0001    138.3487    5.126764E-05
   66      0.0000    143.3213    0.000000E+00
   67      0.0001    149.0508    5.283306E-05
   68      0.0000    156.0752    0.000000E+00
   69      0.0001    166.2553    5.439849E-05
