 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    3    161.0155      7.6794    2.070137E+01
    4      0.2213     14.7589    3.658114E-02
    5     49.4645     20.4504    9.993546E+00
    6      0.1753     25.7184    4.185608E-02
    7     26.3738     30.8074    7.266031E+00
    8      0.1284     35.8216    4.009103E-02
    9     16.8020     40.8182    5.863378E+00
   10      0.0921     45.8352    3.552321E-02
   11     11.6835     50.9014    4.935533E+00
   12      0.0678     56.0423    3.113171E-02
   13      8.5522     61.2819    4.241065E+00
   14      0.0511     66.6459    2.721775E-02
   15      6.4817     72.1625    3.690489E+00
   16      0.0386     77.8648    2.339562E-02
   17      5.1419     83.7935    3.305407E+00
   18      0.0289     90.0000    1.963961E-02
   19      4.2194     96.5528    3.022377E+00
   20      0.0209    103.5470    1.573850E-02
   21      3.7200    111.1232    2.937952E+00
   22      0.0141    119.5059    1.165373E-02
   23      3.6767    129.0986    3.173872E+00
   24      0.0079    140.7875    7.109785E-03
   25      5.5216    157.6627    5.172118E+00
