 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    3    302.3975      3.8226    1.935011E+01
    4      2.1838      7.3262    1.796647E-01
    5     92.7900     10.1297    9.330419E+00
    6      1.5548     12.7081    1.847673E-01
    7     48.6311     15.1795    6.668262E+00
    8      1.1059     17.5922    1.718589E-01
    9     30.0004     19.9705    5.210602E+00
   10      0.8351     22.3285    1.603116E-01
   11     20.4775     24.6753    4.305386E+00
   12      0.6036     27.0171    1.379420E-01
   13     14.2783     29.3586    3.524095E+00
   14      0.4483     31.7032    1.188431E-01
   15     10.2520     34.0540    2.905210E+00
   16      0.3700     36.4136    1.116151E-01
   17      7.4805     38.7841    2.393349E+00
   18      0.3046     41.1677    1.030241E-01
   19      5.5639     43.5665    1.983587E+00
   20      0.2389     45.9824    8.953798E-02
   21      4.2536     48.4174    1.671985E+00
   22      0.1849     50.8736    7.606007E-02
   23      3.2293     53.3530    1.387438E+00
   24      0.1463     55.8578    6.553114E-02
   25      2.5646     58.3904    1.195631E+00
   26      0.1163     60.9532    5.634597E-02
   27      2.0510     63.5488    1.031183E+00
   28      0.0917     66.1802    4.778059E-02
   29      1.6793     68.8505    9.057067E-01
   30      0.0722     71.5632    4.026005E-02
   31      1.4194     74.3220    8.174339E-01
   32      0.0564     77.1313    3.351195E-02
   33      1.1778     79.9958    7.213626E-01
   34      0.0436     82.9210    2.750064E-02
   35      0.9962     85.9131    6.465650E-01
   36      0.0333     88.9791    2.222155E-02
   37      0.8724     92.1273    5.981143E-01
   38      0.0247     95.3674    1.738581E-02
   39      0.7782     98.7109    5.619861E-01
   40      0.0176    102.1715    1.303182E-02
   41      0.6984    105.7664    5.298947E-01
   42      0.0116    109.5164    9.013308E-03
   43      0.5919    113.4484    4.707333E-01
   44      0.0071    117.5972    5.776378E-03
   45      0.4413    122.0101    3.670985E-01
   46      0.0041    126.7531    3.485572E-03
   47      0.3129    131.9247    2.717293E-01
   48      0.0022    137.6823    1.950750E-03
   49      0.2649    144.3092    2.397311E-01
   50      0.0010    152.4263    9.232699E-04
   51      0.3331    164.1837    3.136311E-01
