 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   21     16.4158     10.0914    2.391429E+00
   22      0.3441     17.8504    5.245950E-02
   23      6.6257     23.4070    1.055010E+00
   24      0.2657     28.1073    4.410772E-02
   25      4.2459     32.3342    7.336127E-01
   26      0.1878     36.2607    3.372084E-02
   27      2.9720     39.9826    5.537815E-01
   28      0.1314     43.5593    2.537448E-02
   29      2.2208     47.0314    4.439033E-01
   30      0.0926     50.4279    1.913673E-02
   31      1.6918     53.7710    3.610909E-01
   32      0.0641     57.0781    1.411557E-02
   33      1.2933     60.3637    2.935628E-01
   34      0.0441     63.6404    1.030895E-02
   35      1.0433     66.9191    2.509542E-01
   36      0.0312     70.2102    7.716216E-03
   37      0.8759     73.5232    2.225577E-01
   38      0.0223     76.8678    5.817314E-03
   39      0.7563     80.2537    2.024175E-01
   40      0.0157     83.6912    4.308356E-03
   41      0.6388     87.1912    1.796263E-01
   42      0.0105     90.7658    3.023675E-03
   43      0.4790     94.4287    1.411828E-01
   44      0.0066     98.1958    1.990036E-03
   45      0.3180    102.0860    9.803822E-02
   46      0.0041    106.1223    1.291795E-03
   47      0.2177    110.3333    7.006626E-02
   48      0.0025    114.7563    8.215588E-04
   49      0.1577    119.4407    5.289247E-02
   50      0.0014    124.4558    4.790450E-04
   51      0.1094    129.9040    3.817521E-02
   52      0.0007    135.9490    2.490086E-04
   53      0.0918    142.8848    3.327771E-02
   54      0.0002    151.3557    7.385560E-05
   55      0.1204    163.5941    4.527687E-02
