 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   25      8.6719     13.1782    1.694886E+00
   26      0.0391     23.3429    7.941611E-03
   27      3.6706     30.6274    7.736700E-01
   28      0.0354     36.8019    7.732753E-03
   29      2.3620     42.3715    5.340574E-01
   30      0.0289     47.5666    6.755907E-03
   31      1.7309     52.5159    4.178963E-01
   32      0.0236     57.3018    5.878701E-03
   33      1.3096     61.9819    3.362556E-01
   34      0.0193     66.5997    5.103433E-03
   35      1.0470     71.1907    2.848794E-01
   36      0.0154     75.7856    4.308237E-03
   37      0.8804     80.4128    2.530447E-01
   38      0.0117     85.1004    3.452491E-03
   39      0.7656     89.8777    2.317848E-01
   40      0.0083     94.7768    2.576435E-03
   41      0.6719     99.8354    2.137168E-01
   42      0.0054    105.0996    1.759012E-03
   43      0.5488    110.6289    1.829740E-01
   44      0.0032    116.5042    1.091430E-03
   45      0.4052    122.8437    1.413080E-01
   46      0.0018    129.8343    6.415219E-04
   47      0.3227    137.8103    1.174840E-01
   48      0.0008    147.5027    2.973841E-04
   49      0.4110    161.4494    1.559312E-01
