 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   34      1.4710     22.4069    5.012773E-01
   35      0.0019     40.2961    6.662362E-04
   36      0.6381     53.3944    2.300530E-01
   37      0.0019     64.8322    7.037706E-04
   38      0.3634     75.5453    1.381949E-01
   39      0.0015     86.0241    5.852408E-04
   40      0.2809     96.6361    1.123707E-01
   41      0.0011    107.7633    4.509071E-04
   42      0.2730    119.9491    1.146035E-01
   43      0.0006    134.2666    2.578023E-04
   44      0.4076    154.3411    1.791597E-01
