 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   13     38.0412      9.3454    5.359381E+00
   14      0.1642     16.6750    2.484665E-02
   15     15.3356     22.0109    2.480614E+00
   16      0.1580     26.5914    2.720619E-02
   17      9.3210     30.7647    1.702265E+00
   18      0.1386     34.6870    2.675849E-02
   19      6.2994     38.4441    1.281919E+00
   20      0.1167     42.0893    2.496614E-02
   21      4.5667     45.6586    1.024631E+00
   22      0.0969     49.1783    2.275270E-02
   23      3.3580     52.6685    8.235220E-01
   24      0.0799     56.1452    2.042864E-02
   25      2.5962     59.6223    6.908838E-01
   26      0.0645     63.1119    1.783743E-02
   27      2.0576     66.6250    5.905006E-01
   28      0.0510     70.1726    1.516847E-02
   29      1.6757     73.7653    5.158756E-01
   30      0.0402     77.4141    1.279536E-02
   31      1.4224     81.1310    4.675833E-01
   32      0.0313     84.9288    1.061584E-02
   33      1.1965     88.8221    4.182965E-01
   34      0.0239     92.8279    8.604857E-03
   35      1.0303     96.9663    3.816970E-01
   36      0.0179    101.2617    6.818244E-03
   37      0.9316    105.7446    3.645754E-01
   38      0.0128    110.4547    5.142773E-03
   39      0.8744    115.4446    3.604408E-01
   40      0.0086    120.7881    3.634797E-03
   41      0.8596    126.5945    3.722813E-01
   42      0.0051    133.0382    2.261964E-03
   43      0.8876    140.4330    4.029334E-01
   44      0.0024    149.4663    1.114546E-03
   45      1.1942    162.5228    5.670419E-01
