 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    2   3463.4324      2.3496    1.394459E+02
    3    105.6714      4.7008    5.956410E+00
    4    422.9861      6.6500    3.065474E+01
    5     38.8499      8.4802    3.441214E+00
    6    135.4810     10.2565    1.418244E+01
    7     16.6098     12.0040    2.006249E+00
    8     55.6124     13.7348    7.612891E+00
    9      7.7676     15.4560    1.188419E+00
   10     26.1318     17.1716    4.418936E+00
   11      4.2305     18.8844    7.835173E-01
   12     13.9690     20.5965    2.812124E+00
   13      2.6804     22.3094    5.827636E-01
   14      8.3590     24.0243    1.952007E+00
   15      1.8684     25.7422    4.664022E-01
   16      5.5526     27.4640    1.475501E+00
   17      1.3600     29.1905    3.832975E-01
   18      3.7689     30.9224    1.122911E+00
   19      0.9741     32.6604    3.059125E-01
   20      2.8088     34.4051    9.273288E-01
   21      0.6083     36.1572    2.106276E-01
   22      2.0266     37.9173    7.343610E-01
   23      0.3624     39.6861    1.371561E-01
   24      1.5721     41.4642    6.203051E-01
   25      0.2319     43.2523    9.523575E-02
   26      1.3541     45.0511    5.779040E-01
   27      0.1512     46.8612    6.696433E-02
   28      1.1072     48.6834    5.081946E-01
   29      0.1078     50.5185    5.121532E-02
   30      0.8751     52.3673    4.298497E-01
   31      0.0878     54.2306    4.454143E-02
   32      0.7743     56.1092    4.052768E-01
   33      0.0710     58.0042    3.830560E-02
   34      0.6507     59.9165    3.615422E-01
   35      0.0561     61.8472    3.207379E-02
   36      0.4461     63.7973    2.622311E-01
   37      0.0450     65.7682    2.717708E-02
   38      0.3232     67.7611    2.003970E-01
   39      0.0359     69.7774    2.283761E-02
   40      0.2698     71.8186    1.759771E-01
   41      0.0275     73.8863    1.837976E-02
   42      0.2280     75.9824    1.560569E-01
   43      0.0201     78.1087    1.408135E-02
   44      0.1914     80.2674    1.371706E-01
   45      0.0140     82.4609    1.025885E-02
   46      0.1384     84.6917    1.036449E-01
   47      0.0093     86.9627    7.114357E-03
   48      0.1072     89.2772    8.373280E-02
   49      0.0057     91.6386    4.544008E-03
   50      0.0985     94.0512    8.010999E-02
   51      0.0028     96.5195    2.322332E-03
   52      0.0654     99.0488    5.529631E-02
   53      0.0011    101.6452    9.477756E-04
   54      0.0261    104.3158    2.290847E-02
   55      0.0004    107.0691    3.575296E-04
   56      0.0087    109.9148    7.916383E-03
   57      0.0001    112.8650    9.260340E-05
   58      0.0035    115.9344    3.297486E-03
   59      0.0000    119.1412    0.000000E+00
   60      0.0009    122.5086    8.769139E-04
   61      0.0000    126.0670    0.000000E+00
   62      0.0001    129.8571    1.006559E-04
   63      0.0000    133.9365    0.000000E+00
   64      0.0001    138.3904    1.038769E-04
   65      0.0000    143.3556    0.000000E+00
   66      0.0001    149.0776    1.070978E-04
   67      0.0000    156.0943    0.000000E+00
   68      0.0001    166.2652    1.103188E-04
