 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    6    298.6571      3.6555    1.627511E+01
    7     23.8688      6.6791    1.500824E+00
    8     82.0961      8.9656    5.850315E+00
    9     10.1548     10.9865    8.087844E-01
   10     34.7230     12.8686    3.056640E+00
   11      5.7380     14.6666    5.532178E-01
   12     18.0017     16.4092    1.886520E+00
   13      3.6309     18.1134    4.109470E-01
   14     10.7370     19.7902    1.305235E+00
   15      2.4886     21.4471    3.233885E-01
   16      7.1134     23.0895    9.840088E-01
   17      1.7133     24.7214    2.513676E-01
   18      4.9400     26.3458    7.661900E-01
   19      1.1880     27.9651    1.942177E-01
   20      3.5151     29.5814    6.041285E-01
   21      0.9725     31.1962    1.752935E-01
   22      2.5518     32.8109    4.813566E-01
   23      0.8974     34.4268    1.768039E-01
   24      2.1412     36.0449    4.398060E-01
   25      0.7446     37.6663    1.591846E-01
   26      1.9348     39.2917    4.298528E-01
   27      0.4994     40.9220    1.151381E-01
   28      1.5046     42.5580    3.595040E-01
   29      0.2841     44.2004    7.026371E-02
   30      1.1395     45.8500    2.913748E-01
   31      0.1591     47.5075    4.201637E-02
   32      0.9621     49.1736    2.621449E-01
   33      0.1014     50.8490    2.847873E-02
   34      0.7017     52.5345    2.029590E-01
   35      0.0754     54.2307    2.244076E-02
   36      0.4560     55.9385    1.395390E-01
   37      0.0613     57.6585    1.927212E-02
   38      0.3490     59.3917    1.126481E-01
   39      0.0502     61.1388    1.662412E-02
   40      0.2874     62.9007    9.758422E-02
   41      0.0381     64.6783    1.325595E-02
   42      0.2355     66.4727    8.391076E-02
   43      0.0264     68.2848    9.627887E-03
   44      0.1743     70.1156    6.502722E-02
   45      0.0174     71.9665    6.637407E-03
   46      0.1243     73.8386    4.845760E-02
   47      0.0110     75.7333    4.380504E-03
   48      0.1095     77.6519    4.452395E-02
   49      0.0059     79.5962    2.448471E-03
   50      0.0813     81.5678    3.442070E-02
   51      0.0024     83.5684    1.036230E-03
   52      0.0365     85.6003    1.606534E-02
   53      0.0009     87.6655    4.036771E-04
   54      0.0117     89.7666    5.345892E-03
   55      0.0003     91.9063    1.395893E-04
   56      0.0046     94.0877    2.178934E-03
   57      0.0001     96.3142    4.820650E-05
   58      0.0014     98.5896    6.866283E-04
   59      0.0000    100.9183    0.000000E+00
   60      0.0002    103.3055    1.014433E-04
   61      0.0000    105.7568    0.000000E+00
   62      0.0001    108.2791    5.239837E-05
   63      0.0000    110.8803    0.000000E+00
   64      0.0001    113.5697    5.407512E-05
   65      0.0000    116.3589    0.000000E+00
   66      0.0000    119.2617    0.000000E+00
   67      0.0000    122.2954    0.000000E+00
   68      0.0000    125.4821    0.000000E+00
   69      0.0000    128.8507    0.000000E+00
   70      0.0000    132.4398    0.000000E+00
   71      0.0000    136.3040    0.000000E+00
   72      0.0000    140.5244    0.000000E+00
   73      0.0000    145.2307    0.000000E+00
   74      0.0000    150.6559    0.000000E+00
   75      0.0000    157.3105    0.000000E+00
   76      0.0000    166.9579    0.000000E+00
