 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   14      8.6610     20.5141    2.731369E+00
   15      0.0082     37.2409    2.764330E-03
   16      3.2662     49.7410    1.172117E+00
   17      0.0070     60.8548    2.664284E-03
   18      2.0824     71.4314    8.378769E-01
   19      0.0052     81.9239    2.205374E-03
   20      1.5928     92.6841    7.101653E-01
   21      0.0036    104.0939    1.683392E-03
   22      1.5424    116.7155    7.547861E-01
   23      0.0021    131.6805    1.073326E-03
   24      2.3413    152.8427    1.247577E+00
