 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    2   3080.4641      2.8447    1.502351E+02
    3     81.9148      5.6925    5.593012E+00
    4    373.9111      8.0540    3.282436E+01
    5     25.6351     10.2724    2.750509E+00
    6    113.6059     12.4265    1.440554E+01
    7      8.0858     14.5471    1.183040E+00
    8     45.3403     16.6491    7.518283E+00
    9      3.3978     18.7412    6.297044E-01
   10     21.1976     20.8284    4.342015E+00
   11      1.5303     22.9147    3.433126E-01
   12     11.0018     25.0025    2.682805E+00
   13      0.7440     27.0941    1.959395E-01
   14      6.4659     29.1912    1.828994E+00
   15      0.3882     31.2953    1.173823E-01
   16      4.1436     33.4078    1.333758E+00
   17      0.2475     35.5301    8.449453E-02
   18      2.8616     37.6632    1.032752E+00
   19      0.1759     39.8085    6.691381E-02
   20      2.1442     41.9673    8.575007E-01
   21      0.1320     44.1406    5.536403E-02
   22      1.7200     46.3298    7.549641E-01
   23      0.1066     48.5363    4.886978E-02
   24      1.3891     50.7613    6.639187E-01
   25      0.0889     53.0063    4.422392E-02
   26      1.1945     55.2730    6.175148E-01
   27      0.0741     57.5628    3.975266E-02
   28      1.0381     59.8775    5.771642E-01
   29      0.0613     62.2191    3.527750E-02
   30      0.8500     64.5895    5.057479E-01
   31      0.0504     66.9910    3.097109E-02
   32      0.7113     69.4259    4.509740E-01
   33      0.0408     71.8969    2.666369E-02
   34      0.6472     74.4069    4.355850E-01
   35      0.0322     76.9590    2.229973E-02
   36      0.5033     79.5570    3.583729E-01
   37      0.0253     82.2047    1.850833E-02
   38      0.3388     84.9066    2.544600E-01
   39      0.0199     87.6680    1.533435E-02
   40      0.2691     90.4945    2.126102E-01
   41      0.0152     93.3931    1.230572E-02
   42      0.2308     96.3715    1.913551E-01
   43      0.0112     99.4389    9.504354E-03
   44      0.2005    102.6062    1.740563E-01
   45      0.0078    105.8867    6.923430E-03
   46      0.1754    109.2965    1.591101E-01
   47      0.0051    112.8556    4.725841E-03
   48      0.1357    116.5895    1.283917E-01
   49      0.0032    120.5317    3.090086E-03
   50      0.1227    124.7270    1.208791E-01
   51      0.0017    129.2387    1.707936E-03
   52      0.1270    134.1605    1.300704E-01
   53      0.0007    139.6428    7.305790E-04
   54      0.0986    145.9559    1.048308E-01
   55      0.0002    153.6920    2.165401E-04
   56      0.0698    164.9006    7.693416E-02
