 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   25     10.2857     11.3991    1.703107E+00
   26      0.1628     20.1437    2.801356E-02
   27      4.2705     26.3892    7.625695E-01
   28      0.1407     31.6614    2.603796E-02
   29      2.7881     36.3955    5.340702E-01
   30      0.1022     40.7888    2.024038E-02
   31      2.0339     44.9511    4.160142E-01
   32      0.0703     48.9510    1.483565E-02
   33      1.5120     52.8356    3.289005E-01
   34      0.0473     56.6392    1.059615E-02
   35      1.1702     60.3881    2.697469E-01
   36      0.0315     64.1039    7.465715E-03
   37      0.9373     67.8047    2.282327E-01
   38      0.0216     71.5067    5.399860E-03
   39      0.7679     75.2246    1.969562E-01
   40      0.0149     78.9729    3.918405E-03
   41      0.6221     82.7660    1.676395E-01
   42      0.0096     86.6190    2.649282E-03
   43      0.4567     90.5480    1.289996E-01
   44      0.0059     94.5712    1.704826E-03
   45      0.3014     98.7095    8.904768E-02
   46      0.0037    102.9879    1.117179E-03
   47      0.2075    107.4372    6.399996E-02
   48      0.0022    112.0967    6.928391E-04
   49      0.1482    117.0182    4.763448E-02
   50      0.0012    122.2741    3.934963E-04
   51      0.1012    127.9709    3.384198E-02
   52      0.0006    134.2785    2.045401E-04
   53      0.0858    141.5016    2.980637E-02
   54      0.0002    150.3077    7.077738E-05
   55      0.1099    163.0118    3.960579E-02
