 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    4    813.5638      2.6368    3.345104E+01
    5     76.5965      4.9350    3.849259E+00
    6    171.3936      6.7273    1.017920E+01
    7     30.1116      8.3469    2.063482E+00
    8     60.8891      9.8797    4.728942E+00
    9     17.2240     11.3617    1.495075E+00
   10     31.2986     12.8111    3.002754E+00
   11     10.1174     14.2385    1.063095E+00
   12     18.1827     15.6507    2.076701E+00
   13      6.9931     17.0521    8.625991E-01
   14     11.8079     18.4458    1.564394E+00
   15      4.6588     19.8342    6.597984E-01
   16      8.4387     21.2190    1.272228E+00
   17      3.1172     22.6016    4.984346E-01
   18      6.3116     23.9830    1.066883E+00
   19      2.3337     25.3643    4.158006E-01
   20      5.0026     26.7462    9.370335E-01
   21      1.9149     28.1293    3.761751E-01
   22      4.0439     29.5142    8.313586E-01
   23      1.6188     30.9015    3.475894E-01
   24      3.1165     32.2917    6.976518E-01
   25      1.4128     33.6851    3.291746E-01
   26      2.3248     35.0824    5.629074E-01
   27      1.2957     36.4837    3.255687E-01
   28      1.8810     37.8896    4.898230E-01
   29      1.1155     39.3005    3.006748E-01
   30      1.7595     40.7166    4.903369E-01
   31      0.8175     42.1384    2.352902E-01
   32      1.5310     43.5664    4.546362E-01
   33      0.5190     45.0007    1.588611E-01
   34      1.0541     46.4419    3.322817E-01
   35      0.2811     47.8904    9.117897E-02
   36      0.6591     49.3465    2.198111E-01
   37      0.1312     50.8106    4.495423E-02
   38      0.4545     52.2832    1.598822E-01
   39      0.0738     53.7647    2.663538E-02
   40      0.3265     55.2557    1.208214E-01
   41      0.0524     56.7564    1.986941E-02
   42      0.2146     58.2675    8.333437E-02
   43      0.0348     59.7895    1.383165E-02
   44      0.1459     61.3229    5.932268E-02
   45      0.0209     62.8682    8.688867E-03
   46      0.1271     64.4262    5.400127E-02
   47      0.0110     65.9973    4.774103E-03
   48      0.0930     67.5823    4.121262E-02
   49      0.0046     69.1819    2.080504E-03
   50      0.0413     70.7968    1.905667E-02
   51      0.0016     72.4278    7.528920E-04
   52      0.0135     74.0759    6.475877E-03
   53      0.0006     75.7418    2.932990E-04
   54      0.0056     77.4266    2.788624E-03
   55      0.0002     79.1313    1.014211E-04
   56      0.0019     80.8570    9.808612E-04
   57      0.0000     82.6051    0.000000E+00
   58      0.0002     84.3767    1.069034E-04
   59      0.0000     86.1734    0.000000E+00
   60      0.0000     87.9967    0.000000E+00
   61      0.0000     89.8483    0.000000E+00
   62      0.0000     91.7301    0.000000E+00
   63      0.0000     93.6441    0.000000E+00
   64      0.0000     95.5928    0.000000E+00
   65      0.0000     97.5786    0.000000E+00
   66      0.0000     99.6043    0.000000E+00
   67      0.0000    101.6733    0.000000E+00
   68      0.0000    103.7890    0.000000E+00
   69      0.0000    105.9557    0.000000E+00
   70      0.0000    108.1780    0.000000E+00
   71      0.0000    110.4614    0.000000E+00
   72      0.0000    112.8122    0.000000E+00
   73      0.0000    115.2379    0.000000E+00
   74      0.0000    117.7473    0.000000E+00
   75      0.0000    120.3511    0.000000E+00
   76      0.0000    123.0623    0.000000E+00
   77      0.0000    125.8974    0.000000E+00
   78      0.0000    128.8769    0.000000E+00
   79      0.0000    132.0279    0.000000E+00
   80      0.0000    135.3868    0.000000E+00
   81      0.0000    139.0050    0.000000E+00
   82      0.0000    142.9585    0.000000E+00
   83      0.0000    147.3691    0.000000E+00
   84      0.0000    152.4556    0.000000E+00
   85      0.0000    158.6973    0.000000E+00
   86      0.0000    167.7484    0.000000E+00
