 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   17     25.7967      9.2003    3.488782E+00
   18      0.2173     16.3184    3.106727E-02
   19     10.3484     21.4447    1.559479E+00
   20      0.1843     25.8020    2.919785E-02
   21      6.3851     29.7368    1.060908E+00
   22      0.1534     33.4050    2.667347E-02
   23      4.2932     36.8926    7.796876E-01
   24      0.1212     40.2527    2.294776E-02
   25      3.1549     43.5213    6.217237E-01
   26      0.0947     46.7242    1.939400E-02
   27      2.3643     49.8808    5.024663E-01
   28      0.0756     53.0064    1.665092E-02
   29      1.8619     56.1136    4.244729E-01
   30      0.0612     59.2130    1.442523E-02
   31      1.5188     62.3141    3.697284E-01
   32      0.0489     65.4255    1.228185E-02
   33      1.2193     68.5551    3.156654E-01
   34      0.0387     71.7109    1.031815E-02
   35      1.0083     74.9006    2.766239E-01
   36      0.0299     78.1323    8.434040E-03
   37      0.8632     81.4143    2.501580E-01
   38      0.0223     84.7558    6.634943E-03
   39      0.7560     88.1668    2.307759E-01
   40      0.0159     91.6586    4.976497E-03
   41      0.6592     95.2442    2.114155E-01
   42      0.0106     98.9390    3.481500E-03
   43      0.5225    102.7611    1.756496E-01
   44      0.0066    106.7331    2.269737E-03
   45      0.3596    110.8833    1.264453E-01
   46      0.0040    115.2482    1.437423E-03
   47      0.2469    119.8769    9.063299E-02
   48      0.0023    124.8381    8.620674E-04
   49      0.1909    130.2334    7.302688E-02
   50      0.0012    136.2257    4.683217E-04
   51      0.1524    143.1074    6.065461E-02
   52      0.0005    151.5192    2.028621E-04
   53      0.1869    163.6816    7.727423E-02
