 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   38      1.4210     17.6357    3.784104E-01
   39      0.0037     31.3337    1.010897E-03
   40      0.6539     41.1691    1.831785E-01
   41      0.0034     49.5449    9.759672E-04
   42      0.4333     57.1528    1.273755E-01
   43      0.0025     64.3156    7.522072E-04
   44      0.2682     71.2226    8.255188E-02
   45      0.0016     78.0045    5.035465E-04
   46      0.1566     84.7648    5.036779E-02
   47      0.0010     91.5976    3.285503E-04
   48      0.1304     98.6003    4.374491E-02
   49      0.0005    105.8866    1.711920E-04
   50      0.1302    113.6072    4.547896E-02
   51      0.0002    121.9870    7.124353E-05
   52      0.0978    131.4163    3.551455E-02
   53      0.0001    142.7364    3.700513E-05
   54      0.0671    158.8637    2.529457E-02
