 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    9     95.0259      5.2548    7.526290E+00
   10      3.6218      9.4468    3.170510E-01
   11     38.2171     12.5403    3.664130E+00
   12      2.1639     15.2227    2.255083E-01
   13     23.0414     17.6841    2.593331E+00
   14      1.6092     20.0083    1.945330E-01
   15     15.4721     22.2403    1.999384E+00
   16      1.1865     24.4074    1.632176E-01
   17     10.5151     26.5275    1.534146E+00
   18      0.8492     28.6130    1.309776E-01
   19      7.4603     30.6731    1.212848E+00
   20      0.5904     32.7145    1.009057E-01
   21      5.3894     34.7427    9.660380E-01
   22      0.4371     36.7618    8.199335E-02
   23      3.9108     38.7756    7.662117E-01
   24      0.3431     40.7870    7.008130E-02
   25      2.9384     42.7987    6.246927E-01
   26      0.2546     44.8129    5.624962E-02
   27      2.2793     46.8318    5.225761E-01
   28      0.1857     48.8572    4.412372E-02
   29      1.8698     50.8911    4.598673E-01
   30      0.1421     52.9351    3.613343E-02
   31      1.5094     54.9909    3.963969E-01
   32      0.1091     57.0602    2.956129E-02
   33      1.2106     59.1446    3.381122E-01
   34      0.0832     61.2458    2.393083E-02
   35      1.0057     63.3656    2.976543E-01
   36      0.0632     65.5056    1.923204E-02
   37      0.8534     67.6678    2.668082E-01
   38      0.0468     69.8541    1.502180E-02
   39      0.7384     72.0666    2.431667E-01
   40      0.0329     74.3075    1.110878E-02
   41      0.5991     76.5791    2.072826E-01
   42      0.0218     78.8840    7.724329E-03
   43      0.4118     81.2252    1.493451E-01
   44      0.0142     83.6056    5.268217E-03
   45      0.2600     86.0287    9.862797E-02
   46      0.0092     88.4984    3.566614E-03
   47      0.1773     91.0189    7.021302E-02
   48      0.0057     93.5951    2.304793E-03
   49      0.1151     96.2326    4.750025E-02
   50      0.0034     98.9376    1.431481E-03
   51      0.0711    101.7177    3.052756E-02
   52      0.0019    104.5815    8.316263E-04
   53      0.0523    107.5393    2.332764E-02
   54      0.0008    110.6035    3.634978E-04
   55      0.0334    113.7892    1.545449E-02
   56      0.0002    117.1153    9.420930E-05
   57      0.0125    120.6059    5.992295E-03
   58      0.0000    124.2921    0.000000E+00
   59      0.0023    128.2161    1.140933E-03
   60      0.0000    132.4374    0.000000E+00
   61      0.0002    137.0437    1.025464E-04
   62      0.0000    142.1761    0.000000E+00
   63      0.0001    148.0880    5.294062E-05
   64      0.0000    155.3344    0.000000E+00
   65      0.0002    165.8343    1.092161E-04
